title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres,link
Ishmael,Daniel Quinn,English,4.0,"93,464","6,137",Bantam,2009.0,338.0,Kindle Edition,"['Fiction', 'Philosophy', 'Spirituality', 'Classics', 'Fantasy', 'Environment', 'Novels', 'Literature', 'Religion', 'School']",https://www.goodreads.com/book/show/40611328-ishmael
Angelfall,Susan Ee,English,4.11,"186,403","17,172",Skyscape,2012.0,288.0,Kindle Edition,"['Fantasy', 'Young Adult', 'Angels', 'Paranormal', 'Dystopia', 'Romance', 'Urban Fantasy', 'Post Apocalyptic', 'Fiction', 'Supernatural']",https://www.goodreads.com/book/show/15863832-angelfall
The Horse and His Boy,C.S. Lewis,English,3.91,"330,115","10,741",Scholastic Inc,1995.0,224.0,Paperback,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Christian', 'Adventure', 'Middle Grade', 'Christian Fiction', 'Audiobook']",https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy
The Last Lecture,Randy Pausch,English,4.26,"334,297","18,861",Hachette Books,2008.0,217.0,Kindle Edition,"['Nonfiction', 'Memoir', 'Biography', 'Self Help', 'Inspirational', 'Philosophy', 'Autobiography', 'Biography Memoir', 'Audiobook', 'Personal Development']",https://www.goodreads.com/book/show/40611510-the-last-lecture
A Court of Wings and Ruin,Sarah J. Maas,English,4.45,"879,334","64,457",Bloomsbury Publishing,2017.0,705.0,Paperback,"['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Fae', 'Fiction', 'Magic', 'Fantasy Romance', 'High Fantasy', 'Audiobook']",https://www.goodreads.com/book/show/23766634-a-court-of-wings-and-ruin
Hyperion,Dan Simmons,English,4.25,"231,462","11,199",Bantam Doubleday Dell Publishing Group,1990.0,500.0,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Audiobook', 'Time Travel', 'Horror', 'Classics', 'Space']",https://www.goodreads.com/book/show/77566.Hyperion
Nine Stories,J.D. Salinger,English,4.18,"143,486","5,312","Little, Brown and Company",2001.0,302.0,Paperback,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'American', '20th Century', 'Literary Fiction', 'The United States Of America', 'Novels', 'Adult Fiction']",https://www.goodreads.com/book/show/4009.Nine_Stories
Swann’s Way,Marcel Proust,English,4.14,"56,466","4,828",Penguin Classics,2004.0,444.0,Paperback,"['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Novels', '20th Century', 'Philosophy', 'Literary Fiction', 'Unfinished']",https://www.goodreads.com/book/show/12749.Swann_s_Way
The Red Pyramid,Rick Riordan,English,4.1,"376,366","15,258",Disney Hyperion,2010.0,528.0,Hardcover,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Magic', 'Urban Fantasy', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/7090447-the-red-pyramid
Cutting for Stone,Abraham   Verghese,English,4.3,"362,644","27,139",Alfred A. Knopf,2009.0,541.0,Hardcover,"['Fiction', 'Historical Fiction', 'Africa', 'Book Club', 'Medicine', 'Ethiopia', 'Medical', 'Literary Fiction', 'Novels', 'Historical']",https://www.goodreads.com/book/show/3591262-cutting-for-stone
Lady Chatterley's Lover,D.H. Lawrence,English,3.5,"118,199","6,922",Modern Library,1983.0,376.0,Hardcover,"['Classics', 'Fiction', 'Romance', 'Literature', 'Banned Books', 'Novels', 'Erotica', 'Historical Fiction', 'British Literature', '20th Century']",https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover
Sabriel,Garth Nix,English,4.16,"202,082","9,220",Harper Collins,1996.0,491.0,Mass Market Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'High Fantasy', 'Young Adult Fantasy', 'Adventure', 'Audiobook', 'Science Fiction Fantasy', 'Teen']",https://www.goodreads.com/book/show/518848.Sabriel
A Monster Calls,Patrick Ness,English,4.35,"252,208","39,827",Walker Books,2015.0,237.0,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Middle Grade', 'Contemporary', 'Magical Realism', 'Childrens', 'Paranormal', 'Death']",https://www.goodreads.com/book/show/25480342-a-monster-calls
Silence,Becca Fitzpatrick,English,4.08,"274,363","8,895",Simon & Schuster,2011.0,440.0,Hardcover,"['Young Adult', 'Fantasy', 'Angels', 'Romance', 'Paranormal', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/10637766-silence
Trainspotting,Irvine Welsh,Scots,4.1,"162,021","3,550",Vintage,1994.0,431.0,Paperback,"['Fiction', 'Contemporary', 'Classics', 'Scotland', 'Novels', 'Literature', 'Crime', 'British Literature', 'Thriller', '20th Century']",https://www.goodreads.com/book/show/135836.Trainspotting
Acheron,Sherrilyn Kenyon,English,4.56,"58,479","3,828",St. Martin's Press,2008.0,723.0,Hardcover,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Mythology', 'Adult', 'Fiction', 'Demons']",https://www.goodreads.com/book/show/2299110.Acheron
I Am Number Four,Pittacus Lore,English,3.94,"335,277","16,632",HarperCollins,2010.0,440.0,Hardcover,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Romance', 'Paranormal', 'Adventure', 'Teen', 'Action']",https://www.goodreads.com/book/show/7747374-i-am-number-four
Little House in the Big Woods,Laura Ingalls Wilder,English,4.2,"259,087","7,265",HarperTrophy,2007.0,198.0,Paperback,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Juvenile', 'Audiobook', 'Family']",https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods
The Hours,Michael Cunningham,English,3.95,"136,429","6,051",Picador,2002.0,230.0,Paperback,"['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Novels', 'Classics', 'Literature', 'Queer', 'Historical']",https://www.goodreads.com/book/show/11899.The_Hours
Twelfth Night,William Shakespeare,English,3.97,"175,562","5,130",Simon & Schuster,2004.0,272.0,Mass Market Paperback,"['Classics', 'Plays', 'Drama', 'Fiction', 'School', 'Romance', 'Theatre', 'Literature', 'Poetry', 'Read For School']",https://www.goodreads.com/book/show/1625.Twelfth_Night
Anne of Avonlea,L.M. Montgomery,English,4.22,"184,640","8,428",Bantam Books,1992.0,276.0,Mass Market Paperback,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Historical', 'Romance', 'Audiobook', 'Canada', 'Middle Grade']",https://www.goodreads.com/book/show/77390.Anne_of_Avonlea
Dead to the World,Charlaine Harris,English,4.12,"254,332","6,056",Ace Books,2005.0,291.0,Mass Market Paperback,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Adult']",https://www.goodreads.com/book/show/140077.Dead_to_the_World
Shadow and Bone,Leigh Bardugo,English,3.94,"861,424","77,426",Henry Holt & Company,2012.0,358.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic', 'High Fantasy', 'Adventure', 'Audiobook', 'Paranormal']",https://www.goodreads.com/book/show/10194157-shadow-and-bone
The Unbecoming of Mara Dyer,Michelle Hodkin,English,4.03,"174,004","18,134",Simon & Schuster Books for Young Readers,2011.0,456.0,Kindle Edition,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Mystery', 'Fiction', 'Supernatural', 'Horror', 'Contemporary', 'Thriller']",https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer
I Capture the Castle,Dodie Smith,English,4.0,"98,954","10,104",St. Martin's Press,1998.0,408.0,Hardcover,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Coming Of Age', 'Historical', 'British Literature', 'Novels', 'Audiobook']",https://www.goodreads.com/book/show/31122.I_Capture_the_Castle
The Goose Girl,Shannon Hale,English,4.13,"140,956","10,731",Bloomsbury Children's Books,2005.0,383.0,Paperback,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Fiction', 'Retellings', 'Middle Grade', 'Adventure', 'Childrens', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/179064.The_Goose_Girl
You Are Special,Max Lucado,English,4.45,"51,991","1,424",Candle Books,2004.0,32.0,Hardcover,"['Picture Books', 'Childrens', 'Christian', 'Fiction', 'Religion', 'Inspirational', 'Christian Fiction', 'Christianity', 'Fantasy', 'Kids']",https://www.goodreads.com/book/show/56728.You_Are_Special
Slammed,Colleen Hoover,English,4.2,"295,313","21,316",Atria Books,2016.0,354.0,Kindle Edition,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Chick Lit', 'High School', 'Realistic Fiction', 'Poetry']",https://www.goodreads.com/book/show/30333938-slammed
The Westing Game,Ellen Raskin,English,4.01,"200,811","13,378",Puffin,2004.0,182.0,Paperback,"['Mystery', 'Fiction', 'Young Adult', 'Middle Grade', 'Classics', 'Childrens', 'Mystery Thriller', 'School', 'Juvenile', 'Realistic Fiction']",https://www.goodreads.com/book/show/902.The_Westing_Game
The Bronze Horseman,Paullina Simons,English,4.3,"81,728","8,805",HarperCollins,2001.0,637.0,Paperback,"['Historical Fiction', 'Romance', 'Historical', 'Historical Romance', 'Fiction', 'War', 'Russia', 'Adult', 'World War II', 'Adult Fiction']",https://www.goodreads.com/book/show/83144.The_Bronze_Horseman
No Country for Old Men,Cormac McCarthy,English,4.14,"179,515","10,208",Vintage,2006.0,309.0,Paperback,"['Fiction', 'Thriller', 'Crime', 'Westerns', 'Mystery', 'Literature', 'Classics', 'Novels', 'American', 'Contemporary']",https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men
The Invisible Life of Addie LaRue,V.E. Schwab,English,4.21,"843,219","111,179",Tor Books,2020.0,444.0,Hardcover,"['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Adult', 'Audiobook', 'Historical', 'Magical Realism', 'LGBT', 'Contemporary']",https://www.goodreads.com/book/show/50623864-the-invisible-life-of-addie-larue
The Zombie Room,R.D. Ronald,English,3.74,"27,894",385,Garden Heights Books,2016.0,218.0,Kindle Edition,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Drama', 'Suspense', 'Novels', 'Horror', 'Contemporary', 'Mystery Thriller']",https://www.goodreads.com/book/show/29908754-the-zombie-room
Julius Caesar,William Shakespeare,English,3.7,"194,964","5,960","Oxford University Press, USA",2002.0,175.0,Paperback,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Historical Fiction', 'Read For School', 'Literature', 'Theatre', 'High School']",https://www.goodreads.com/book/show/13006.Julius_Caesar
I'll Give You the Sun,Jandy Nelson,English,4.16,"320,369","29,817",Dial Books,2014.0,371.0,Hardcover,"['Young Adult', 'Contemporary', 'LGBT', 'Romance', 'Fiction', 'Realistic Fiction', 'Queer', 'Coming Of Age', 'Young Adult Contemporary', 'Family']",https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun
Words of Radiance,Brandon Sanderson,English,4.76,"300,518","18,152",Tor Books,2014.0,1087.0,Hardcover,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Adult', 'Magic', 'Science Fiction Fantasy', 'Epic', 'Adventure']",https://www.goodreads.com/book/show/17332218-words-of-radiance
The Glass Menagerie,Tennessee Williams,English,3.73,"128,404","3,285",New Directions,1999.0,104.0,Paperback,"['Plays', 'Classics', 'Drama', 'Fiction', 'School', 'Theatre', 'Literature', 'Read For School', 'High School', 'American']",https://www.goodreads.com/book/show/92517.The_Glass_Menagerie
Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,German,4.14,"100,510","6,542",Suhrkamp Verlag,1974.0,193.0,Paperback,"['Fiction', 'Classics', 'Philosophy', 'German Literature', 'Literature', 'Novels', 'Germany', '20th Century', 'Coming Of Age', 'Spirituality']",https://www.goodreads.com/book/show/24861.Demian
The Last Unicorn,Peter S. Beagle,English,4.16,"104,541","5,522",Penguin Roc,2008.0,294.0,Paperback,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Science Fiction Fantasy', 'Magic', 'Unicorns', 'Fairy Tales']",https://www.goodreads.com/book/show/29127.The_Last_Unicorn
Drums of Autumn,Diana Gabaldon,English,4.35,"238,640","9,300",Bantam,2018.0,928.0,Paperback,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance', 'Audiobook', 'Adult', 'Adventure']",https://www.goodreads.com/book/show/40909452-drums-of-autumn
Speaker for the Dead,Orson Scott Card,English,4.09,"245,689","8,630",Tor Books,1994.0,382.0,Paperback,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space', 'Aliens', 'Novels', 'Space Opera']",https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead
P.S. I Love You,Cecelia Ahern,English,4.03,"372,044","9,522",Hachette Books,2005.0,501.0,Paperback,"['Romance', 'Chick Lit', 'Fiction', 'Contemporary', 'Adult', 'Contemporary Romance', 'Love', 'Drama', 'Ireland', 'Adult Fiction']",https://www.goodreads.com/book/show/366522.P_S_I_Love_You
Cress,Marissa Meyer,English,4.42,"345,650","31,832",Feiwel & Friends,2014.0,566.0,Hardcover,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Retellings', 'Dystopia', 'Fiction', 'Fairy Tales', 'Audiobook', 'Adventure']",https://www.goodreads.com/book/show/13206828-cress
The Art of War,Sun Tzu,English,3.97,"444,841","16,669",Harper Press,2005.0,273.0,Paperback,"['Classics', 'Nonfiction', 'Philosophy', 'History', 'War', 'Politics', 'Business', 'Military Fiction', 'China', 'Leadership']",https://www.goodreads.com/book/show/10534.The_Art_of_War
Cyrano de Bergerac,Edmond Rostand,English,4.06,"81,578","2,769",Signet Classics,2003.0,240.0,Paperback,"['Classics', 'Plays', 'Fiction', 'Drama', 'France', 'Romance', 'Theatre', 'School', 'Historical Fiction', 'Literature']",https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac
Macbeth,William Shakespeare,English,3.9,"840,811","17,501",Simon & Schuster,2013.0,249.0,Mass Market Paperback,"['Classics', 'Plays', 'Fiction', 'School', 'Drama', 'Read For School', 'Literature', 'Theatre', 'Poetry', 'High School']",https://www.goodreads.com/book/show/8852.Macbeth
The Arabian Nights,Anonymous,English,4.05,"68,508","1,756",Modern Library,2004.0,1049.0,Mass Market Paperback,"['Classics', 'Fiction', 'Fantasy', 'Short Stories', 'Literature', 'Mythology', 'Fairy Tales', 'Adventure', 'Folklore', 'Classic Literature']",https://www.goodreads.com/book/show/93101.The_Arabian_Nights
World Without End,Ken Follett,English,4.3,"236,097","12,786",Dutton,2007.0,1237.0,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Audiobook', 'British Literature', 'Novels', 'Fantasy', 'Romance', 'Adult']",https://www.goodreads.com/book/show/5064.World_Without_End
Interpreter of Maladies,Jhumpa Lahiri,English,4.17,"184,905","13,067",Houghton Mifflin Harcourt,2000.0,198.0,Hardcover,"['Short Stories', 'Fiction', 'India', 'Contemporary', 'Literary Fiction', 'Literature', 'Indian Literature', 'Asia', 'School', 'Adult']",https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies
The Talisman,Stephen King,English,4.12,"123,177","4,491",Random House,2001.0,656.0,Hardcover,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Adventure', 'Mystery', 'Audiobook', 'Supernatural', 'Paranormal', 'Science Fiction']",https://www.goodreads.com/book/show/59219.The_Talisman
Hunted,P.C. Cast,English,3.92,"177,449","3,721",St. Martin's Griffin,2009.0,323.0,Hardcover,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Urban Fantasy', 'Paranormal Romance', 'Magic']",https://www.goodreads.com/book/show/4134071-hunted
We Need to Talk About Kevin,Lionel Shriver,English,4.08,"186,747","16,308",Harper Perennial,2006.0,400.0,Paperback,"['Fiction', 'Contemporary', 'Thriller', 'Horror', 'Crime', 'Drama', 'Adult', 'Literary Fiction', 'Psychology', 'Book Club']",https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin
The Bean Trees,Barbara Kingsolver,English,3.99,"148,292","7,354",Perfection Learning,1989.0,232.0,Paperback,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Classics', 'Adult', 'School', 'Literature', 'Realistic Fiction']",https://www.goodreads.com/book/show/30868.The_Bean_Trees
Scarlet,Marissa Meyer,English,4.25,"393,494","36,792",Feiwel & Friends,2013.0,454.0,Hardcover,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Retellings', 'Dystopia', 'Fiction', 'Fairy Tales', 'Audiobook', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/13206760-scarlet
Empire of Storms,Sarah J. Maas,English,4.58,"409,615","33,486",Bloomsbury Children's Books,2016.0,689.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Fae', 'Magic', 'Fiction', 'Young Adult Fantasy', 'High Fantasy', 'Paranormal']",https://www.goodreads.com/book/show/28260587-empire-of-storms
A Dog's Purpose,W. Bruce Cameron,English,4.35,"127,553","14,253",Forge Books,2010.0,319.0,Hardcover,"['Fiction', 'Animals', 'Dogs', 'Contemporary', 'Fantasy', 'Adult', 'Audiobook', 'Young Adult', 'Humor', 'Adult Fiction']",https://www.goodreads.com/book/show/7723542-a-dog-s-purpose
The Knife of Never Letting Go,Patrick Ness,English,3.97,"187,468","20,187",Candlewick Press,2014.0,512.0,Paperback,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Teen', 'Thriller', 'Audiobook', 'Post Apocalyptic']",https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go
All the King's Men,Robert Penn Warren,English,4.08,"61,927","3,053",Harcourt Brace,1996.0,439.0,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'Politics', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Southern', 'Historical']",https://www.goodreads.com/book/show/5527.All_the_King_s_Men
Wicked Lovely,Melissa Marr,English,3.69,"161,647","7,376",HarperTeen,2007.0,328.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fae', 'Fairies', 'Fiction', 'Paranormal Romance', 'Magic']",https://www.goodreads.com/book/show/305234.Wicked_Lovely
Before I Fall,Lauren Oliver,English,3.89,"329,943","21,530",HarperCollins,2010.0,470.0,Paperback,"['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Fantasy', 'Paranormal', 'Realistic Fiction', 'Teen', 'Death', 'Audiobook']",https://www.goodreads.com/book/show/6482837-before-i-fall
Lover Eternal,J.R. Ward,English,4.33,"188,154","7,400",Signet,2006.0,441.0,Mass Market Paperback,"['Romance', 'Paranormal', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Erotica', 'Supernatural']",https://www.goodreads.com/book/show/35729.Lover_Eternal
Invisible Monsters,Chuck Palahniuk,English,4.0,"137,721","6,600",W. W. Norton & Company,2018.0,304.0,Paperback,"['Fiction', 'Contemporary', 'Thriller', 'Novels', 'Horror', 'Humor', 'Mystery', 'Adult', 'Dark', 'Adult Fiction']",https://www.goodreads.com/book/show/36236125-invisible-monsters
The Silver Chair,C.S. Lewis,English,3.96,"281,366","7,677",HarperCollins,2008.0,243.0,Paperback,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Christian', 'Adventure', 'Middle Grade', 'Christian Fiction', 'Audiobook']",https://www.goodreads.com/book/show/65641.The_Silver_Chair
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,English,3.97,"107,535","5,511","Farrar, Straus and Giroux",2005.0,182.0,Paperback,"['Fiction', 'Classics', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', 'Novels', 'Historical', '20th Century', 'School']",https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich
The Merchant of Venice,William Shakespeare,English,3.79,"180,551","5,084",Simon & Schuster,2011.0,247.0,Mass Market Paperback,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Literature', 'Theatre', 'Read For School', 'Poetry', 'Classic Literature']",https://www.goodreads.com/book/show/24128.The_Merchant_of_Venice
Gravity's Rainbow,Thomas Pynchon,English,4.0,"41,913","3,919",Penguin Books,2006.0,776.0,Paperback,"['Fiction', 'Classics', 'Literature', 'Science Fiction', 'Historical Fiction', 'Novels', 'American', 'War', 'Literary Fiction', 'Unfinished']",https://www.goodreads.com/book/show/415.Gravity_s_Rainbow
A Wizard of Earthsea,Ursula K. Le Guin,English,4.01,"294,339","13,874",,2004.0,183.0,Paperback,"['Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'Magic', 'High Fantasy', 'Science Fiction', 'Adventure', 'Audiobook']",https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea
Peace Like a River,Leif Enger,English,4.0,"87,581","8,766",Grove Pr,2001.0,312.0,Paperback,"['Fiction', 'Historical Fiction', 'Book Club', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Adult', 'Coming Of Age', 'Contemporary', 'Family']",https://www.goodreads.com/book/show/227571.Peace_Like_a_River
A Brief History of Time,Stephen Hawking,English,4.21,"405,127","11,694",Bantam Books,1998.0,226.0,Paperback,"['Science', 'Nonfiction', 'Physics', 'History', 'Classics', 'Astronomy', 'Philosophy', 'Popular Science', 'Space', 'Audiobook']",https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time
The Secret,Rhonda Byrne,English,3.72,"446,871","15,191",Atria Books/Beyond Words,2006.0,199.0,Hardcover,"['Self Help', 'Nonfiction', 'Spirituality', 'Psychology', 'Philosophy', 'Personal Development', 'Inspirational', 'Audiobook', 'New Age', 'Business']",https://www.goodreads.com/book/show/52529.The_Secret
I Am Legend and Other Stories,Richard Matheson,English,4.0,"127,978","5,483",Orb Books,1997.0,317.0,Paperback,"['Horror', 'Fiction', 'Science Fiction', 'Vampires', 'Short Stories', 'Fantasy', 'Post Apocalyptic', 'Classics', 'Dystopia', 'Zombies']",https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,English,4.05,"83,261","2,346",Dover Publications,1997.0,70.0,Paperback,"['Classics', 'Short Stories', 'Fiction', 'Feminism', 'Horror', 'Literature', 'School', 'Gothic', 'Mental Health', '19th Century']",https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories
The Lies of Locke Lamora,Scott Lynch,English,4.3,"274,968","18,918",Spectra,2016.0,752.0,Kindle Edition,"['Fantasy', 'Fiction', 'Adventure', 'High Fantasy', 'Adult', 'Epic Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Mystery', 'Crime']",https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora
Inheritance,Christopher Paolini,English,4.13,"255,161","11,246",Alfred A. Knopf,2011.0,849.0,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Magic', 'Adventure', 'High Fantasy', 'Epic Fantasy', 'Young Adult Fantasy', 'Science Fiction Fantasy']",https://www.goodreads.com/book/show/7664041-inheritance
The Eyre Affair,Jasper Fforde,English,3.88,"129,743","11,169",Penguin Books,2003.0,374.0,Paperback,"['Fantasy', 'Fiction', 'Mystery', 'Science Fiction', 'Humor', 'Books About Books', 'Time Travel', 'Alternate History', 'Science Fiction Fantasy', 'Adult']",https://www.goodreads.com/book/show/27003.The_Eyre_Affair
The Scorch Trials,James Dashner,English,3.9,"546,812","29,152",Delacorte Press,2010.0,362.0,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Post Apocalyptic', 'Teen', 'Audiobook', 'Mystery']",https://www.goodreads.com/book/show/7631105-the-scorch-trials
The Queen of the Damned,Anne Rice,English,3.91,"147,320","2,773",Ballantine Books,1997.0,448.0,Paperback,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy', 'Gothic', 'Adult', 'Science Fiction Fantasy']",https://www.goodreads.com/book/show/43758.The_Queen_of_the_Damned
Inferno,Dan Brown,English,3.88,"531,306","38,753",Doubleday,2013.0,463.0,Hardcover,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Historical Fiction', 'Suspense', 'Adventure', 'Crime', 'Novels', 'Adult']",https://www.goodreads.com/book/show/17212231-inferno
The Girl on the Train,Paula Hawkins,English,3.95,"2,732,530","121,913",Riverhead Books,2015.0,336.0,Hardcover,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction']",https://www.goodreads.com/book/show/22557272-the-girl-on-the-train
Poison Study,Maria V. Snyder,English,4.1,"160,793","13,136",Mira,2007.0,427.0,Paperback,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Young Adult Fantasy', 'High Fantasy', 'Paranormal', 'Adventure', 'Fantasy Romance']",https://www.goodreads.com/book/show/60510.Poison_Study
1Q84,Haruki Murakami,English,3.94,"245,491","21,345",Knopf,2011.0,925.0,Hardcover,"['Fiction', 'Fantasy', 'Magical Realism', 'Japan', 'Science Fiction', 'Japanese Literature', 'Contemporary', 'Novels', 'Literature', 'Dystopia']",https://www.goodreads.com/book/show/10357575-1q84
Mythology,Edith Hamilton,English,4.03,"52,965","3,067","Little, Brown and Company",1998.0,497.0,Paperback,"['History', 'Reference', 'Religion', 'Classics', 'School', 'Literature', 'Short Stories', 'Mythology', 'Historical', 'Read For School']",https://www.goodreads.com/book/show/23522.Mythology
Call Me By Your Name,André Aciman,English,4.12,"435,457","38,843",Atlantic Books,2017.0,248.0,Paperback,"['Romance', 'Fiction', 'LGBT', 'Contemporary', 'Queer', 'Audiobook', 'Gay', 'Young Adult', 'Coming Of Age', 'Adult']",https://www.goodreads.com/book/show/36336078-call-me-by-your-name
Sapiens: A Brief History of Humankind,Yuval Noah Harari,English,4.38,"904,340","49,312",Vintage,2015.0,512.0,Paperback,"['Nonfiction', 'History', 'Science', 'Philosophy', 'Anthropology', 'Audiobook', 'Psychology', 'Sociology', 'Historical', 'Evolution']",https://www.goodreads.com/book/show/23692271-sapiens
The Memory Keeper's Daughter,Kim Edwards,English,3.69,"592,002","20,292",Penguin Books,2006.0,401.0,Paperback,"['Fiction', 'Contemporary', 'Historical Fiction', 'Adult Fiction', 'Adult', 'Book Club', 'Drama', 'Chick Lit', 'Novels', 'Family']",https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter
Seabiscuit: An American Legend,Laura Hillenbrand,English,4.22,"159,581","4,877",Ballantine Books,2003.0,457.0,Mass Market Paperback,"['Nonfiction', 'History', 'Biography', 'Sports', 'Animals', 'Horses', 'Historical', 'Biography Memoir', 'Audiobook', 'American History']",https://www.goodreads.com/book/show/110737.Seabiscuit
Where She Went,Gayle Forman,English,3.99,"287,381","21,048",Dutton Juvenile,2011.0,264.0,Hardcover,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Music', 'New Adult', 'Teen', 'Audiobook', 'Young Adult Contemporary']",https://www.goodreads.com/book/show/8492825-where-she-went
