title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres
Jemima J,Jane Green,English,3.67,117093,2733,Crown Publishing Group (NY),2001.0,373.0,Paperback,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Adult', 'Contemporary Romance', 'Adult Fiction', 'Humor', 'British Literature', 'Womens Fiction']"
Of Poseidon,Anna Banks,English,4.0,49724,4747,Feiwel & Friends,2012.0,324.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Mermaids', 'Paranormal', 'Mythology', 'Paranormal Romance', 'Fiction', 'Supernatural', 'Young Adult Fantasy']"
Any Human Heart,William  Boyd,English,4.28,20349,1855,Vintage,2004.0,480.0,Paperback,"['Fiction', 'Historical Fiction', 'Historical', 'Literary Fiction', 'Novels', 'Classics', 'British Literature', 'Contemporary', 'Literature', 'Audiobook']"
The Curse of Cardoness: Maya's Magical Adventures continue,Malcolm McCoard,,4.38,106,2,Independently published,2019.0,212.0,Paperback,"['Fiction', 'Historical Fiction', 'Historical', 'Literary Fiction', 'Novels', 'Classics', 'British Literature', 'Contemporary', 'Literature', 'Audiobook']"
The Hard Way,Lee Child,English,4.18,77349,3239,Delacorte Press,2006.0,384.0,Hardcover,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Adventure', 'Detective']"
Delta of Venus,Anaïs Nin,English,3.62,21147,1575,Black Dog & Leventhal Publishers,2006.0,271.0,Hardcover,"['Fiction', 'Erotica', 'Short Stories', 'Classics', 'Romance', 'Sexuality', 'France', 'Literature', 'Feminism', 'Adult']"
Bloody Jack,L.A. Meyer,English,4.11,26048,2519,HMH Books for Young Readers,2010.0,304.0,Paperback,"['Historical Fiction', 'Young Adult', 'Adventure', 'Pirates', 'Fiction', 'Historical', 'Audiobook', 'Teen', 'Romance', 'Fantasy']"
To Kill a Kingdom,Alexandra Christo,English,3.77,158150,21548,Feiwel & Friends,2018.0,344.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Young Adult Fantasy', 'Fiction', 'Pirates', 'Mermaids', 'Magic', 'Adventure']"
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,English,4.2,33057,1963,Picador,1999.0,356.0,Paperback,"['Nonfiction', 'History', 'Africa', 'War', 'Politics', 'Rwanda', 'Journalism', 'Memoir', 'Historical', 'Biography']"
4 3 2 1,Paul Auster,English,3.95,28058,4037,Henry Holt and Co.,2017.0,866.0,Hardcover,"['Fiction', 'Historical Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'American', 'Literature', 'Americana', 'The United States Of America', 'Audiobook']"
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 1,Mò Xiāng Tóng Xiù,English,4.67,15256,1812,Seven Seas Entertainment,2021.0,416.0,Paperback,"['Fantasy', 'Romance', 'LGBT', 'Queer', 'Boys Love', 'Historical', 'Fiction', 'Historical Fiction', 'Adult', 'Light Novel']"
The Sisters Brothers,Patrick deWitt,English,3.85,94038,9602,Ecco,2011.0,328.0,Hardcover,"['Fiction', 'Westerns', 'Historical Fiction', 'Historical', 'Canada', 'Humor', 'Adventure', 'Novels', 'Audiobook', 'Crime']"
The Dead-Tossed Waves,Carrie Ryan,English,3.91,30757,2732,Delacorte Press,2010.0,416.0,Hardcover,"['Young Adult', 'Zombies', 'Dystopia', 'Horror', 'Fantasy', 'Post Apocalyptic', 'Fiction', 'Romance', 'Paranormal', 'Science Fiction']"
The Gamble,Kristen Ashley,English,4.26,58125,4179,"Amazon Digital Services, Inc.",2011.0,629.0,Kindle Edition,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Romantic Suspense', 'Mystery', 'Suspense', 'Chick Lit', 'Erotica', 'Fiction']"
The Marriage Bargain,Jennifer Probst,English,3.8,109992,4582,Entangled Publishing (Indulgence),2012.0,160.0,ebook,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Chick Lit', 'Erotica', 'New Adult', 'Fiction', 'Humor', 'Love']"
Nobody Move,Denis Johnson,English,3.32,4524,660,"Farrar, Straus and Giroux",2009.0,196.0,Hardcover,"['Fiction', 'Crime', 'Noir', 'Mystery', 'Novels', 'Thriller', 'Literary Fiction', '21st Century', 'American', 'Audiobook']"
Pyramids,Terry Pratchett,English,3.92,81162,2545,Harper,2008.0,341.0,Paperback,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic', 'High Fantasy', 'Science Fiction', 'Adventure']"
The Faceless Ones,Derek Landy,English,4.4,26910,1167,HarperCollins Children's Books,2009.0,395.0,Hardcover,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fiction', 'Magic', 'Mystery', 'Adventure', 'Middle Grade', 'Paranormal', 'Horror']"
The Eternity Cure,Julie Kagawa,English,4.21,37774,3348,Harlequin Teen,2013.0,434.0,Hardcover,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Dystopia', 'Romance', 'Urban Fantasy', 'Post Apocalyptic', 'Fiction', 'Supernatural']"
The Black Dahlia,James Ellroy,English,3.77,88804,3009,Mysterious Press,2006.0,348.0,Paperback,"['Mystery', 'Fiction', 'Crime', 'Noir', 'Historical Fiction', 'True Crime', 'Thriller', 'Mystery Thriller', 'Detective', 'Historical']"
My Cousin Rachel,Daphne du Maurier,English,3.99,54246,5943,"Little, Brown and Company",2013.0,352.0,ebook,"['Classics', 'Fiction', 'Mystery', 'Historical Fiction', 'Gothic', 'Romance', 'Historical', 'Mystery Thriller', 'Audiobook', 'Thriller']"
Midnight Sacrifice,Melinda Leigh,English,4.23,17700,425,Montlake Romance,2013.0,315.0,Kindle Edition,"['Romantic Suspense', 'Mystery', 'Romance', 'Suspense', 'Thriller', 'Crime', 'Fiction', 'Mystery Thriller', 'Contemporary', 'Audiobook']"
Gideon the Ninth,Tamsyn Muir,English,4.23,103058,18561,Tor,2019.0,448.0,Hardcover,"['Fantasy', 'Science Fiction', 'Fiction', 'LGBT', 'Horror', 'Queer', 'Lesbian', 'Adult', 'Mystery', 'Audiobook']"
Alexander Hamilton,Ron Chernow,English,4.22,170666,9800,Penguin Books,2005.0,818.0,Paperback,"['History', 'Biography', 'Nonfiction', 'American History', 'Politics', 'Audiobook', 'Historical', 'Biography Memoir', 'American Revolution', 'Unfinished']"
Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron,English,3.86,59109,6542,Grand Central Publishing,2008.0,277.0,Hardcover,"['Nonfiction', 'Animals', 'Memoir', 'Cats', 'Biography', 'Adult', 'Biography Memoir', 'Books About Books', 'Audiobook', 'Contemporary']"
The Borrowers,Mary Norton,English,4.03,95335,2272,Clarion Books,2003.0,180.0,Paperback,"['Fantasy', 'Childrens', 'Classics', 'Fiction', 'Middle Grade', 'Young Adult', 'Adventure', 'Juvenile', 'Chapter Books', 'Kids']"
Rhythm of War,Brandon Sanderson,English,4.62,113109,8933,Tor Books,2020.0,1232.0,Hardcover,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Adult', 'Epic', 'Science Fiction Fantasy', 'Magic', 'Adventure']"
حوار مع صديقي الملحد,مصطفى محمود,Arabic,3.89,33570,3145,دار المعارف بمصر,1974.0,160.0,Paperback,"['Religion', 'Philosophy', 'Nonfiction', 'Islam', 'Atheism', 'Unfinished', 'Theology', 'Egypt', 'Spirituality']"
Goodbye to All That,Robert Graves,English,3.92,14204,784,Penguin Modern Classics,2000.0,281.0,Paperback,"['Nonfiction', 'History', 'Biography', 'Memoir', 'War', 'World War I', 'Classics', 'Autobiography', 'Biography Memoir', '20th Century']"
Necroscope,Brian Lumley,English,4.01,20383,880,Tor Books,1994.0,383.0,Hardcover,"['Horror', 'Vampires', 'Fantasy', 'Fiction', 'Paranormal', 'Science Fiction', 'Urban Fantasy', 'Thriller', 'Supernatural', 'Audiobook']"
The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,English,3.95,106351,6593,Random House ,2007.0,366.0,Hardcover,"['Nonfiction', 'Economics', 'Business', 'Philosophy', 'Psychology', 'Science', 'Finance', 'Sociology', 'History', 'Mathematics']"
Samarkand,Amin Maalouf,English,4.24,26875,2249,Interlink Books,2003.0,304.0,Paperback,"['Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Historical', 'France', 'Roman', 'Classics', 'Iran', 'Lebanon']"
I Never Promised You a Rose Garden,Hannah  Green,English,3.88,30875,1236,Signet,1989.0,252.0,Paperback,"['Fiction', 'Psychology', 'Young Adult', 'Mental Health', 'Classics', 'Mental Illness', 'Contemporary', 'Novels', 'Realistic Fiction', 'Literature']"
Silk,Alessandro Baricco,English,3.85,53400,4455,Vintage Books USA,1998.0,91.0,Paperback,"['Fiction', 'Historical Fiction', 'Italian Literature', 'Romance', 'Japan', 'Italy', 'Historical', 'Novels', 'Literature', 'Contemporary']"
The Toll,Neal Shusterman,English,4.2,100359,14814,Simon & Schuster Books for Young Readers,2019.0,625.0,Hardcover,"['Young Adult', 'Fantasy', 'Dystopia', 'Science Fiction', 'Fiction', 'Audiobook', 'Romance', 'Young Adult Fantasy', 'Teen', 'Science Fiction Fantasy']"
Dr. Seuss's ABC: An Amazing Alphabet Book!,Dr. Seuss,English,4.11,46932,1598,Random House Books for Young Readers,2014.0,24.0,Board Book,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Kids', 'Fantasy', 'Humor', 'Juvenile', 'Pre K']"
The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,Catherynne M. Valente,English,3.95,39526,5787,Feiwel & Friends,2011.0,247.0,Hardcover,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Fairy Tales', 'Adventure', 'Dragons', 'Magic', 'Science Fiction Fantasy']"
Lost Souls,Poppy Z. Brite,English,3.9,17513,875,Dell,1993.0,356.0,Mass Market Paperback,"['Horror', 'Vampires', 'Fiction', 'Fantasy', 'LGBT', 'Paranormal', 'Gothic', 'Urban Fantasy', 'Supernatural', 'Queer']"
Dealing with Dragons,Patricia C. Wrede,English,4.15,88947,4088,Sandpiper,2002.0,240.0,Paperback,"['Fantasy', 'Young Adult', 'Dragons', 'Fiction', 'Middle Grade', 'Childrens', 'Magic', 'Adventure', 'Humor', 'Fairy Tales']"
Three Weeks With My Brother,Nicholas Sparks,English,4.03,45331,3260,Grand Central Publishing,2006.0,368.0,Paperback,"['Nonfiction', 'Memoir', 'Biography', 'Travel', 'Romance', 'Biography Memoir', 'Autobiography', 'Adult', 'Audiobook', 'Chick Lit']"
A Song of Ice and Fire,George R.R. Martin,English,4.63,46763,1031,Bantam,2011.0,4081.0,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Novels', 'Science Fiction', 'Epic', 'Dragons']"
La ciudad y los perros,Mario Vargas Llosa,Spanish,4.15,21854,1162,Punto de Lectura,2000.0,446.0,Mass Market Paperback,"['Fiction', 'Spanish Literature', 'Classics', 'Latin American', 'Latin American Literature', 'Literature', 'Nobel Prize', 'Novels', '20th Century', 'Literary Fiction']"
Murder in the Coven: Maya's Magical Adventures continue,Malcolm McCoard,,4.39,102,0,,2019.0,141.0,Kindle Edition,"['Fiction', 'Spanish Literature', 'Classics', 'Latin American', 'Latin American Literature', 'Literature', 'Nobel Prize', 'Novels', '20th Century', 'Literary Fiction']"
We Are Okay,Nina LaCour,English,3.95,82297,12057,Dutton Books for Young Readers,2017.0,236.0,Hardcover,"['Young Adult', 'Contemporary', 'LGBT', 'Fiction', 'Queer', 'Lesbian', 'Mental Health', 'Romance', 'Realistic Fiction', 'Audiobook']"
Luck in the Shadows,Lynn Flewelling,English,4.09,20717,1421,Bantam Spectra,1996.0,479.0,Mass Market Paperback,"['Fantasy', 'LGBT', 'M M Romance', 'Fiction', 'Queer', 'Romance', 'High Fantasy', 'Magic', 'Adventure', 'Gay']"
The Duke and I,Julia Quinn,English,3.81,411932,31624,Avon Books,2006.0,384.0,Mass Market Paperback,"['Romance', 'Historical Romance', 'Historical Fiction', 'Historical', 'Fiction', 'Audiobook', 'Adult', 'Regency', 'Chick Lit', 'Regency Romance']"
Mistborn Trilogy Boxed Set,Brandon Sanderson,English,4.59,49827,1564,Tor Fantasy,2009.0,2176.0,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'Magic', 'High Fantasy', 'Science Fiction', 'Epic', 'Young Adult', 'Adventure']"
The Fall of Five,Pittacus Lore,English,4.22,65282,4098,HarperTeen,2013.0,355.0,Hardcover,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal', 'Romance', 'Action', 'Teen']"
The Crimson Crown,Cinda Williams Chima,English,4.47,42349,3114,Hyperion Book CH,2012.0,598.0,Hardcover,"['Fantasy', 'Young Adult', 'Magic', 'Romance', 'High Fantasy', 'Young Adult Fantasy', 'Fiction', 'Adventure', 'Epic Fantasy', 'Science Fiction Fantasy']"
The Thief of Always,Clive Barker,English,4.21,31865,2293,HarperCollins Publishers,1992.0,225.0,Hardcover,"['Fantasy', 'Horror', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Adventure', 'Supernatural', 'Dark Fantasy', 'Magic']"
The Alice Network,Kate Quinn,English,4.31,424139,30774,William Morrow Paperbacks,2017.0,503.0,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'War', 'Adult', 'France', 'Book Club', 'Mystery']"
Père Goriot,Honoré de Balzac,English,3.85,55592,2601,W. W. Norton & Company,1997.0,384.0,Paperback,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', '19th Century', 'Novels', 'School', 'Classic Literature', 'Roman']"
The Siege of Macindaw,John Flanagan,English,4.34,65381,1795,Puffin Books,2006.0,320.0,Paperback,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Action', 'Young Adult Fantasy', 'Childrens', 'Medieval', 'Audiobook']"
Three Day Road,Joseph Boyden,English,4.29,23746,1840,Penguin Canada,2006.0,384.0,Paperback,"['Historical Fiction', 'Fiction', 'Canada', 'War', 'Historical', 'World War I', 'Canadian Literature', 'Literary Fiction', 'Novels', 'Literature']"
The Runaway King,Jennifer A. Nielsen,English,4.24,43485,4265,Scholastic Press,2013.0,331.0,Hardcover,"['Fantasy', 'Young Adult', 'Adventure', 'Middle Grade', 'Fiction', 'Audiobook', 'Romance', 'Young Adult Fantasy', 'Historical Fiction', 'High Fantasy']"
In the Hand of the Goddess,Tamora Pierce,English,4.23,95588,2332,Simon Pulse,2005.0,264.0,Mass Market Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Young Adult Fantasy', 'Romance', 'High Fantasy', 'Middle Grade', 'Childrens']"
This is Where I Leave You,Jonathan Tropper,English,3.88,141385,12729,Orion,2009.0,339.0,Hardcover,"['Fiction', 'Humor', 'Contemporary', 'Adult Fiction', 'Family', 'Adult', 'Book Club', 'Novels', 'Audiobook', 'Literary Fiction']"
Haunted,Jenny Carroll,English,4.14,38298,900,Avon Books,2005.0,263.0,Paperback,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Ghosts', 'Fiction', 'Supernatural', 'Teen', 'Mystery', 'Chick Lit']"
The Realms of the Gods,Tamora Pierce,English,4.31,55256,1161,Simon Pulse,2006.0,347.0,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction Fantasy', 'Childrens', 'Magic', 'Young Adult Fantasy', 'Audiobook', 'Dragons', 'High Fantasy']"
Motherless Brooklyn,Jonathan Lethem,English,3.86,39803,3457,Vintage,2000.0,311.0,Paperback,"['Fiction', 'Mystery', 'Crime', 'New York', 'Novels', 'Contemporary', 'Mystery Thriller', 'Literary Fiction', 'Audiobook', 'Literature']"
A Simple Plan,Scott        Smith,,3.9,30328,1651,Vintage,2006.0,416.0,Paperback,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Horror', 'Novels', 'Drama', 'Audiobook']"
Mystery Man,Kristen Ashley,English,4.21,70866,4863,,2011.0,494.0,Kindle Edition,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Romantic Suspense', 'Erotica', 'Suspense', 'Military Fiction', 'Chick Lit', 'Mystery']"
Me and Earl and the Dying Girl,Jesse Andrews,English,3.52,137252,14735,FBAPowersetup,2012.0,295.0,Hardcover,"['Young Adult', 'Contemporary', 'Fiction', 'Humor', 'Realistic Fiction', 'Coming Of Age', 'Young Adult Contemporary', 'Teen', 'Death', 'Audiobook']"
Love & Misadventure,Lang Leav,English,3.94,53903,3824,Lang Leav,2013.0,176.0,Paperback,"['Poetry', 'Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Love', 'Adult', 'Audiobook']"
The Mysterious Stranger,Mark Twain,English,4.13,9762,817,Prometheus Books,1995.0,121.0,Paperback,"['Fiction', 'Classics', 'Fantasy', 'Short Stories', 'Literature', 'American', 'Philosophy', 'Religion', 'Novels', 'Horror']"
Dueling Fates,Stephanie M. Allen,English,4.31,1344,48,Liminal Books,2020.0,281.0,Kindle Edition,"['Fantasy', 'Contemporary', 'Fiction', 'Epic', 'Science Fiction Fantasy', 'Mystery', 'Young Adult Fantasy', 'Drama']"
The Outlaw Demon Wails,Kim Harrison,English,4.37,56440,1350,Eos,2008.0,455.0,Hardcover,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Witches', 'Magic', 'Demons', 'Fiction', 'Supernatural', 'Romance']"
Mischief and the Guardian Cats,Malcolm McCoard,,4.26,105,1,,2020.0,,Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Witches', 'Magic', 'Demons', 'Fiction', 'Supernatural', 'Romance']"
Wasted: A Memoir of Anorexia and Bulimia,Marya Hornbacher,English,4.01,32395,1373,HarpPeren,2006.0,298.0,Paperback,"['Nonfiction', 'Memoir', 'Psychology', 'Mental Health', 'Mental Illness', 'Biography', 'Biography Memoir', 'Autobiography', 'Health', 'Adult']"
Hunting and Gathering,Anna Gavalda,English,4.12,20484,1555,Riverhead Books,2007.0,488.0,Paperback,"['Fiction', 'France', 'Contemporary', 'Romance', 'Roman', 'French Literature', 'Novels', 'Literary Fiction', 'Adult', 'German Literature']"
