title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres,link
Fireproof,Eric Wilson,English,4.47,"52,871",616,Thomas Nelson Publishers,2008.0,284.0,Paperback,"['Christian', 'Christian Fiction', 'Fiction', 'Romance', 'Marriage', 'Faith', 'Inspirational', 'Relationships', 'Contemporary', 'Spirituality']",https://www.goodreads.com/book/show/3412815-fireproof
Crank,Ellen Hopkins,English,4.16,"139,194","8,919",Margaret K. McElderry Books,2004.0,537.0,Paperback,"['Young Adult', 'Poetry', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Teen', 'Romance', 'Banned Books', 'High School']",https://www.goodreads.com/book/show/270730.Crank
الحرافيش,Naguib Mahfouz,Arabic,4.38,"16,833","2,423",دار الشروق,2006.0,599.0,Paperback,"['Novels', 'Fiction', 'Literature', 'Egypt', 'Classics', 'Historical Fiction', 'Africa', 'Egyptian Literature', 'Nobel Prize', 'Literary Fiction']",https://www.goodreads.com/book/show/5295735
"He, She and It",Marge Piercy,English,3.98,"5,538",466,Fawcett,1993.0,448.0,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Feminism', 'Speculative Fiction', 'Cyberpunk', 'Science Fiction Fantasy', 'Jewish']",https://www.goodreads.com/book/show/788331.He_She_and_It
Independent People,Halldór Laxness,English,4.15,"11,334","1,580",Vintage,1997.0,482.0,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Nobel Prize', 'Novels', 'Scandinavian Literature', 'Literary Fiction', '20th Century', 'Historical']",https://www.goodreads.com/book/show/77287.Independent_People
Morrigan's Cross,Nora Roberts,English,4.14,"53,693","1,625",Jove,2006.0,321.0,Mass Market Paperback,"['Romance', 'Fantasy', 'Paranormal', 'Paranormal Romance', 'Vampires', 'Fiction', 'Magic', 'Time Travel', 'Witches', 'Contemporary Romance']",https://www.goodreads.com/book/show/26046.Morrigan_s_Cross
Emperor of Thorns,Mark  Lawrence,English,4.24,"50,917","2,863",Ace,2013.0,434.0,Hardcover,"['Fantasy', 'Fiction', 'Dark Fantasy', 'Epic Fantasy', 'Science Fiction', 'High Fantasy', 'Post Apocalyptic', 'Dark', 'Audiobook', 'Dystopia']",https://www.goodreads.com/book/show/15985373-emperor-of-thorns
Fragments,Dan Wells,English,4.1,"26,027","1,962",Balzer + Bray,2013.0,576.0,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Post Apocalyptic', 'Fiction', 'Fantasy', 'Romance', 'Adventure', 'Apocalyptic', 'Audiobook']",https://www.goodreads.com/book/show/13170596-fragments
Radiant Shadows,Melissa Marr,English,3.97,"38,004","1,447",Harper,2010.0,340.0,Hardcover,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Fairies', 'Romance', 'Fae', 'Fiction', 'Paranormal Romance', 'Magic']",https://www.goodreads.com/book/show/6368610-radiant-shadows
Jack Who?: Perfect Storms,Lisa Gillis,English,3.62,"1,250",82,Rock Star Reads,2013.0,185.0,ebook,"['Romance', 'Music', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Rock N Roll', 'New Adult', 'Adult', 'Fiction', 'Musicians']",https://www.goodreads.com/book/show/18402055-jack-who
Year of Wonders,Geraldine Brooks,English,4.01,"155,615","11,785",Penguin Books,2002.0,304.0,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Book Club', 'Adult', 'Audiobook', 'Adult Fiction', 'Novels', 'Literature']",https://www.goodreads.com/book/show/4965.Year_of_Wonders
Someone Like You,Sarah Dessen,English,3.92,"101,977","4,176",Penguin,2004.0,281.0,Paperback,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Teen', 'High School', 'Young Adult Contemporary', 'Young Adult Romance']",https://www.goodreads.com/book/show/816953.Someone_Like_You
Altered Carbon,Richard K. Morgan,English,4.04,"101,623","6,751",Del Rey,2018.0,544.0,Kindle Edition,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Mystery', 'Thriller', 'Noir', 'Audiobook', 'Science Fiction Fantasy', 'Crime', 'Fantasy']",https://www.goodreads.com/book/show/40792913-altered-carbon
The Assassin and the Pirate Lord,Sarah J. Maas,English,4.21,"46,445","2,407",Bloomsbury Children’s,2012.0,70.0,Kindle Edition,"['Fantasy', 'Young Adult', 'Novella', 'Short Stories', 'Fiction', 'Romance', 'High Fantasy', 'Young Adult Fantasy', 'Adventure', 'New Adult']",https://www.goodreads.com/book/show/13415554-the-assassin-and-the-pirate-lord
Lila: An Inquiry Into Morals,Robert M. Pirsig,English,3.82,"6,816",403,Bantam,1992.0,480.0,Paperback,"['Philosophy', 'Fiction', 'Literature', 'Novels', 'Spirituality', 'Psychology', 'Classics', 'American', 'Contemporary', 'Metaphysics']",https://www.goodreads.com/book/show/31093.Lila
The Book of Laughter and Forgetting,Milan Kundera,English,3.97,"46,545","2,509",HarperPerennial Modern Classics,1999.0,313.0,Paperback,"['Fiction', 'Czech Literature', 'Literature', 'Novels', 'Classics', 'Philosophy', 'Short Stories', 'Literary Fiction', 'Contemporary', '20th Century']",https://www.goodreads.com/book/show/240976.The_Book_of_Laughter_and_Forgetting
Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,English,3.88,"86,542","6,721","Penguin Press HC, The",2011.0,307.0,Hardcover,"['Nonfiction', 'Science', 'Psychology', 'Self Help', 'Memoir', 'Personal Development', 'Audiobook', 'Education', 'Biography', 'Brain']",https://www.goodreads.com/book/show/6346975-moonwalking-with-einstein
"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoevsky,English,4.18,"75,976","1,856",Signet,2004.0,233.0,Mass Market Paperback,"['Classics', 'Fiction', 'Russia', 'Philosophy', 'Russian Literature', 'Literature', 'Novels', 'Short Stories', '19th Century', 'Literary Fiction']",https://www.goodreads.com/book/show/17876.Notes_from_Underground_White_Nights_The_Dream_of_a_Ridiculous_Man_and_Selections_from_The_House_of_the_Dead
Secrets of the Realm,Bev Stout,English,3.92,580,86,Bev Stout,2013.0,338.0,ebook,"['Historical Fiction', 'Young Adult', 'Middle Grade', 'Historical', 'Coming Of Age', 'Fiction', 'Fantasy', 'Action', 'Adventure', 'Pirates']",https://www.goodreads.com/book/show/19183499-secrets-of-the-realm
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,English,3.91,"38,690","3,519",Dey Street Books,2017.0,338.0,Hardcover,"['Nonfiction', 'Science', 'Psychology', 'Business', 'Technology', 'Economics', 'Sociology', 'Audiobook', 'Social Science', 'Politics']",https://www.goodreads.com/book/show/28512671-everybody-lies
Ghost Town,Rachel Caine,English,4.25,"36,792","1,225",New American Library,2010.0,335.0,Hardcover,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Teen']",https://www.goodreads.com/book/show/7600922-ghost-town
Raven Rise,D.J. MacHale,English,4.19,"22,452",403,Simon & Schuster Books for Young Readers,2008.0,544.0,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Childrens', 'Middle Grade', 'Young Adult Fantasy', 'Teen', 'Action']",https://www.goodreads.com/book/show/1729146.Raven_Rise
Song of the Silent Snow,Hubert Selby Jr.,English,3.84,"1,268",77,Marion Boyars Publishers Ltd,2000.0,216.0,Paperback,"['Fiction', 'Short Stories', 'Literature', '20th Century', 'The United States Of America', 'Classics', 'American', 'Americana', 'Drama', 'Modern']",https://www.goodreads.com/book/show/50273.Song_of_the_Silent_Snow
The Affair,Lee Child,English,4.14,"93,621","4,525",Bantam,2011.0,427.0,Hardcover,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Military Fiction', 'Adventure']",https://www.goodreads.com/book/show/10428708-the-affair
Stolen Lives: Twenty Years in a Desert Jail,Malika Oufkir,English,4.1,"31,569","3,416",Hyperion Books,2002.0,294.0,Paperback,"['Nonfiction', 'Memoir', 'Biography', 'History', 'Africa', 'Morocco', 'Biography Memoir', 'Autobiography', 'Politics', 'Book Club']",https://www.goodreads.com/book/show/103342.Stolen_Lives
Title: Audition,Ryū Murakami,English,3.52,"10,810","1,366",Bloomsbury Publishing PLC,2009.0,208.0,Hardcover,"['Horror', 'Fiction', 'Japanese Literature', 'Japan', 'Thriller', 'Mystery', 'Contemporary', 'Asia', 'Adult', 'Asian Literature']",https://www.goodreads.com/book/show/3392668-title
Loving Frank,Nancy Horan,English,3.76,"96,803","9,801",Ballantine Books,2007.0,384.0,Hardcover,"['Historical Fiction', 'Fiction', 'Book Club', 'Historical', 'Architecture', 'Romance', 'Adult Fiction', 'Art', 'Adult', 'Audiobook']",https://www.goodreads.com/book/show/898885.Loving_Frank
Cold Mountain,Charles Frazier,English,3.88,"237,538","6,276",Grove Press,2006.0,449.0,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Civil War', 'War', 'Classics', 'Literature', 'Novels', 'Literary Fiction']",https://www.goodreads.com/book/show/10920.Cold_Mountain
1Q84 #1-2,Haruki Murakami,English,4.09,"22,940","1,824",Vintage Digital,2011.0,628.0,Kindle Edition,"['Fiction', 'Fantasy', 'Japan', 'Japanese Literature', 'Magical Realism', 'Novels', 'Contemporary', 'Science Fiction', 'Asia', 'Dystopia']",https://www.goodreads.com/book/show/12254379-1q84-1-2
The Line of Beauty,Alan Hollinghurst,English,3.74,"27,036","1,710",Bloomsbury,2004.0,438.0,Paperback,"['Fiction', 'LGBT', 'Queer', 'Gay', 'Literary Fiction', 'Historical Fiction', 'British Literature', 'Contemporary', 'Novels', 'Literature']",https://www.goodreads.com/book/show/139087.The_Line_of_Beauty
The London Eye Mystery,Siobhan Dowd,English,3.84,"14,522","1,640",David Fickling Books/Random House,2007.0,333.0,Hardcover,"['Mystery', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Autistic Spectrum Disorder', 'Realistic Fiction', 'Juvenile', 'Contemporary', 'British Literature']",https://www.goodreads.com/book/show/1184305.The_London_Eye_Mystery
Frida: A Biography of Frida Kahlo,Hayden Herrera,English,4.0,"62,216",716,Harper Perennial,2002.0,528.0,Paperback,"['Biography', 'Art', 'Nonfiction', 'History', 'Biography Memoir', 'Feminism', 'Art History', 'Memoir', 'Womens', 'Historical']",https://www.goodreads.com/book/show/91767.Frida
Sustainable & Responsible Investing 360�: Lessons Learned from World Class Investors,R. Scott Arnell,,4.28,776,8,Rowman & Littlefield Publishers,2022.0,404.0,ebook,"['Inspirational', 'Nonfiction', 'How To', 'Business', 'Education']",https://www.goodreads.com/book/show/59794928-sustainable-responsible-investing-360
The Girl Who Could Fly,Victoria Forester,English,4.09,"16,029","2,326",Feiwel & Friends,2008.0,328.0,Hardcover,"['Fantasy', 'Middle Grade', 'Young Adult', 'Fiction', 'Childrens', 'Science Fiction', 'Adventure', 'Paranormal', 'Supernatural', 'Juvenile']",https://www.goodreads.com/book/show/2090640.The_Girl_Who_Could_Fly
Tales from a Not-So-Graceful Ice Princess,Rachel Renée Russell,,4.32,"29,329","1,123",Simon & Schuster UK,2012.0,288.0,Hardcover,"['Middle Grade', 'Childrens', 'Realistic Fiction', 'Fiction', 'Graphic Novels', 'Diary', 'Contemporary', 'Humor', 'Romance', 'Young Adult']",https://www.goodreads.com/book/show/13545345-tales-from-a-not-so-graceful-ice-princess
Orchard of Skeletons,Eli Wilde,English,4.29,794,17,Witching Hole Publications,2023.0,264.0,ebook,['Historical Fiction'],https://www.goodreads.com/book/show/123000232-orchard-of-skeletons
Seeking Crystal,Joss Stirling,English,4.27,"10,329",732,Oxford University Press,2012.0,258.0,Paperback,"['Romance', 'Fantasy', 'Young Adult', 'Paranormal', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Magic', 'Urban Fantasy', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/13181901-seeking-crystal
The Shifter Dimension,J.M. Johnson,English,4.58,107,11,Amazon Digital Services,2012.0,236.0,Kindle Edition,"['Science Fiction', 'Military Science Fiction']",https://www.goodreads.com/book/show/16079583-the-shifter-dimension
Swann’s Way,Marcel Proust,English,4.14,"56,466","4,828",Penguin Classics,2004.0,444.0,Paperback,"['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Novels', '20th Century', 'Philosophy', 'Literary Fiction', 'Unfinished']",https://www.goodreads.com/book/show/12749.Swann_s_Way
Ace of Shades,Amanda Foody,English,3.85,"17,854","3,418",Harlequin Teen,2018.0,411.0,Hardcover,"['Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Romance', 'LGBT', 'Fiction', 'Mystery', 'Audiobook', 'Magic', 'High Fantasy']",https://www.goodreads.com/book/show/30238163-ace-of-shades
Beauty Queens,Libba Bray,English,3.62,"53,813","8,054",Scholastic Press,2011.0,396.0,Hardcover,"['Young Adult', 'Contemporary', 'Humor', 'Fiction', 'LGBT', 'Audiobook', 'Adventure', 'Teen', 'Feminism', 'Romance']",https://www.goodreads.com/book/show/9464733-beauty-queens
Presumed Innocent,Scott Turow,English,4.1,"113,814","1,845",Grand Central Pub,1988.0,421.0,Mass Market Paperback,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Legal Thriller', 'Mystery Thriller', 'Suspense', 'Law', 'Audiobook', 'Novels']",https://www.goodreads.com/book/show/425029.Presumed_Innocent
Vow of Thieves,Mary E. Pearson,English,4.37,"51,901","5,477",Henry Holt,2019.0,480.0,Hardcover,"['Fantasy', 'Romance', 'Young Adult', 'Young Adult Fantasy', 'Fiction', 'Fantasy Romance', 'High Fantasy', 'Audiobook', 'Adventure', 'Magic']",https://www.goodreads.com/book/show/34196663-vow-of-thieves
Rage of the Fallen,Joseph   Delaney,English,4.25,"13,922",395,Greenwillow Books,2011.0,416.0,Hardcover,"['Fantasy', 'Young Adult', 'Horror', 'Fiction', 'Magic', 'Paranormal', 'Witches', 'Adventure', 'Middle Grade', 'Teen']",https://www.goodreads.com/book/show/9513722-rage-of-the-fallen
Saatleri Ayarlama Enstitüsü,Ahmet Hamdi Tanpınar,Turkish,4.41,"13,474",868,Dergah Yayınları,2005.0,395.0,Paperback,"['Fiction', 'Turkish Literature', 'Turkish', 'Classics', 'Roman', 'Literature', 'Novels', 'Literary Fiction', 'Historical Fiction', '20th Century']",https://www.goodreads.com/book/show/2040424.Saatleri_Ayarlama_Enstit_s_
Ghost in the Shell,Masamune Shirow,English,4.16,"12,186",634,Dark Horse,2004.0,368.0,Paperback,"['Manga', 'Comics', 'Graphic Novels', 'Science Fiction', 'Cyberpunk', 'Fiction', 'Japan', 'Comics Manga', 'Comic Book', 'Japanese Literature']",https://www.goodreads.com/book/show/35870.Ghost_in_the_Shell
Brawn,Laurann Dohner,English,4.19,"18,706",785,Ellora's Cave,2011.0,211.0,ebook,"['Paranormal', 'Romance', 'Paranormal Romance', 'Erotica', 'Fantasy', 'Shapeshifters', 'Science Fiction', 'Adult', 'Erotic Romance', 'Urban Fantasy']",https://www.goodreads.com/book/show/13107655-brawn
Size 12 Is Not Fat,Meg Cabot,English,3.76,"86,115","2,872",William Morrow Paperbacks,2005.0,345.0,Paperback,"['Chick Lit', 'Mystery', 'Romance', 'Fiction', 'Contemporary', 'Adult', 'Young Adult', 'Humor', 'Adult Fiction', 'Contemporary Romance']",https://www.goodreads.com/book/show/23220.Size_12_Is_Not_Fat
The Temple of My Familiar,Alice Walker,English,4.05,"14,188",560,W&N,2004.0,417.0,Paperback,"['Fiction', 'African American', 'Feminism', 'Classics', 'Magical Realism', 'Historical Fiction', 'Literature', 'Novels', 'Literary Fiction', 'Race']",https://www.goodreads.com/book/show/60937.The_Temple_of_My_Familiar
Dhalgren,Samuel R. Delany,English,3.77,"10,829","1,206",Open Road Media Sci-Fi & Fantasy,2014.0,836.0,Kindle Edition,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Classics', 'Speculative Fiction', 'Novels', 'Post Apocalyptic', 'Dystopia', 'Queer']",https://www.goodreads.com/book/show/40963358-dhalgren
The Piano Teacher,Elfriede Jelinek,English,3.57,"11,607","1,252",Grove Press,2004.0,288.0,Hardcover,"['Fiction', 'Nobel Prize', 'German Literature', 'Classics', 'Novels', 'Literature', 'Contemporary', 'Literary Fiction', 'Feminism', 'Music']",https://www.goodreads.com/book/show/219879.The_Piano_Teacher
The Founder's Curse,Danelle O'Donnell,English,4.2,25,6,Danelle O'Donnell,2014.0,284.0,Paperback,['Fantasy'],https://www.goodreads.com/book/show/22038750-the-founder-s-curse
The Shadows,J.R. Ward,English,4.29,"37,070","3,747",Signet,2015.0,590.0,Kindle Edition,"['Paranormal', 'Romance', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Supernatural', 'Erotica']",https://www.goodreads.com/book/show/21849362-the-shadows
The Gadfly,Ethel Lilian Voynich,English,4.19,"10,740",804,Nabu Press,2010.0,384.0,Paperback,"['Fiction', 'Classics', 'Novels', 'Historical Fiction', 'Literature', 'Politics', 'Irish Literature', 'Ireland', 'British Literature', '19th Century']",https://www.goodreads.com/book/show/9488435-the-gadfly
The Storied Life of A.J. Fikry,Gabrielle Zevin,English,4.02,"259,057","33,947",Algonquin Books,2014.0,260.0,Hardcover,"['Fiction', 'Contemporary', 'Books About Books', 'Adult', 'Adult Fiction', 'Romance', 'Audiobook', 'Literary Fiction', 'Book Club', 'Realistic Fiction']",https://www.goodreads.com/book/show/18293427-the-storied-life-of-a-j-fikry
Hannibal Rising,Thomas  Harris,English,3.55,"45,645","2,237",Delacorte Press,2006.0,336.0,Hardcover,"['Horror', 'Fiction', 'Thriller', 'Crime', 'Mystery', 'Suspense', 'Mystery Thriller', 'Novels', 'Adult', 'Audiobook']",https://www.goodreads.com/book/show/32416.Hannibal_Rising
Untainted,Sarah  Robinson,English,4.29,251,86,,2014.0,281.0,ebook,"['Romance', 'New Adult', 'Romantic Suspense', 'Suspense', 'Contemporary Romance', 'Crime', 'Mystery Thriller', 'Mystery', 'Fiction']",https://www.goodreads.com/book/show/21902777-untainted
Orphan Train,Christina Baker Kline,English,4.19,"426,770","31,568",William Morrow Paperbacks,2013.0,278.0,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Adult', 'Adult Fiction', 'Young Adult', 'Audiobook', 'Contemporary', 'Adoption']",https://www.goodreads.com/book/show/15818107-orphan-train
The Complete Stories,Flannery O'Connor,English,4.39,"38,329","1,998","Farrar, Straus & Giroux",1971.0,555.0,Paperback,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'Southern Gothic', 'Southern', 'American', 'Literary Fiction', '20th Century', 'Gothic']",https://www.goodreads.com/book/show/284996.The_Complete_Stories
In the Shadow of Young Girls in Flower,Marcel Proust,English,4.39,"11,330",854,Penguin Classics,2005.0,533.0,Paperback,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', 'Novels', '20th Century', 'Roman', 'Philosophy', 'Literary Fiction']",https://www.goodreads.com/book/show/28385.In_the_Shadow_of_Young_Girls_in_Flower
Being and Time,Martin Heidegger,English,4.04,"23,556",740,Harper & Row (NYC/Evanston),1962.0,589.0,Hardcover,"['Philosophy', 'Nonfiction', 'Classics', 'Psychology', 'German Literature', 'Theory', 'Science', 'Metaphysics', 'Germany', 'Academic']",https://www.goodreads.com/book/show/92307.Being_and_Time
The Fine Print,Lauren Asher,English,3.94,"252,045","27,444",Lauren Asher,2021.0,436.0,Paperback,"['Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'Fiction', 'New Adult', 'Audiobook']",https://www.goodreads.com/book/show/58530994-the-fine-print
The View from Saturday,E.L. Konigsburg,English,3.76,"45,489","2,340",Aladdin,2003.0,176.0,Paperback,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Realistic Fiction', 'School', 'Juvenile', 'Contemporary', 'Classics', 'Read For School']",https://www.goodreads.com/book/show/4538.The_View_from_Saturday
Veil of Midnight,Lara Adrian,English,4.24,"31,792",978,Dell,2008.0,355.0,Mass Market Paperback,"['Paranormal Romance', 'Paranormal', 'Vampires', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Contemporary', 'Supernatural']",https://www.goodreads.com/book/show/3373198-veil-of-midnight
"I, the Sun",Janet E. Morris,English,4.21,418,76,Perseid Press,2013.0,558.0,Paperback,"['Historical Fiction', 'Historical', 'Fiction', 'Egypt', 'Ancient History', 'Ancient', 'Epic', 'Literature', 'Biblical', 'Adult Fiction']",https://www.goodreads.com/book/show/17878917-i-the-sun
The Complete Fairy Tales,Oscar Wilde,English,4.32,"11,510",386,Norilana Books,2007.0,144.0,Paperback,"['Classics', 'Short Stories', 'Fantasy', 'Fiction', 'Fairy Tales', 'Childrens', 'Literature', '19th Century', 'British Literature', 'Irish Literature']",https://www.goodreads.com/book/show/163716.The_Complete_Fairy_Tales
A Lantern in Her Hand,Bess Streeter Aldrich,English,4.17,"6,114",835,Puffin Books,1997.0,251.0,Paperback,"['Historical Fiction', 'Fiction', 'Classics', 'Young Adult', 'Historical', 'Romance', 'Adult Fiction', 'Westerns', 'Novels', 'Book Club']",https://www.goodreads.com/book/show/937020.A_Lantern_in_Her_Hand
On Writing: A Memoir of the Craft,Stephen King,English,4.33,"270,928","21,946",Pocket Books,2002.0,320.0,Mass Market Paperback,"['Nonfiction', 'Writing', 'Memoir', 'Biography', 'Reference', 'Audiobook', 'Autobiography', 'Biography Memoir', 'Self Help', 'Books About Books']",https://www.goodreads.com/book/show/10569.On_Writing
Fever,Maya Banks,English,3.98,"53,328","2,674",Berkley,2013.0,416.0,Paperback,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult', 'Menage', 'Fiction', 'New Adult']",https://www.goodreads.com/book/show/16033906-fever
Flights,Olga Tokarczuk,English,3.76,"27,591","3,663",Riverhead Books,2018.0,416.0,Hardcover,"['Fiction', 'Short Stories', 'Polish Literature', 'Poland', 'Travel', 'Contemporary', 'Literary Fiction', 'Novels', 'Nobel Prize', 'Audiobook']",https://www.goodreads.com/book/show/36885304-flights
Twin Crowns,Catherine Doyle,English,4.02,"11,982","2,363",Balzer & Bray,2022.0,480.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Witches', 'Magic', 'Fantasy Romance', 'Fiction', 'High Fantasy', 'Audiobook']",https://www.goodreads.com/book/show/58733682-twin-crowns
Shopaholic Takes Manhattan,Sophie Kinsella,English,3.78,"120,946","3,431",Dell,2004.0,387.0,Mass Market Paperback,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Adult Fiction', 'Comedy', 'Contemporary Romance', 'British Literature']",https://www.goodreads.com/book/show/9418.Shopaholic_Takes_Manhattan
The Moor's Last Sigh,Salman Rushdie,English,3.93,"13,634",758,Vintage,1996.0,434.0,Paperback,"['Fiction', 'India', 'Magical Realism', 'Literature', 'Historical Fiction', 'Novels', 'Contemporary', 'Indian Literature', 'Literary Fiction', 'Asia']",https://www.goodreads.com/book/show/9865.The_Moor_s_Last_Sigh
"I'll Be Your Drill, Soldier",Crystal Rose,English,4.07,"5,324",699,Dark Roast Press,2009.0,252.0,ebook,"['M M Romance', 'Military Fiction', 'Romance', 'Contemporary', 'Humor', 'Gay', 'LGBT', 'Erotica', 'Contemporary Romance', 'Soldiers']",https://www.goodreads.com/book/show/6897264-i-ll-be-your-drill-soldier
The Awakening,Kelley Armstrong,English,4.14,"113,670","3,436",HarperCollins,2009.0,360.0,Hardcover,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Romance', 'Magic', 'Werewolves', 'Ghosts', 'Fiction']",https://www.goodreads.com/book/show/5391115-the-awakening
Call Me By Your Name,André Aciman,English,4.12,"435,457","38,843",Atlantic Books,2017.0,248.0,Paperback,"['Romance', 'Fiction', 'LGBT', 'Contemporary', 'Queer', 'Audiobook', 'Gay', 'Young Adult', 'Coming Of Age', 'Adult']",https://www.goodreads.com/book/show/36336078-call-me-by-your-name
The Assassin's Curse,Cassandra Rose Clarke,English,3.68,"18,443","2,270",Strange Chemistry,2012.0,298.0,Paperback,"['Fantasy', 'Young Adult', 'Pirates', 'Romance', 'Magic', 'Adventure', 'High Fantasy', 'Young Adult Fantasy', 'Fiction', 'Paranormal']",https://www.goodreads.com/book/show/13533650-the-assassin-s-curse
The Maltese Falcon,Dashiell Hammett,English,3.89,"102,026","6,068",Orion,2005.0,213.0,Paperback,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Noir', 'Detective', 'Mystery Thriller', 'Thriller', 'Audiobook', 'Novels']",https://www.goodreads.com/book/show/29999.The_Maltese_Falcon
West with the Night,Beryl Markham,English,4.14,"36,411","3,687",North Point Press,1983.0,294.0,Paperback,"['Nonfiction', 'Memoir', 'Biography', 'Africa', 'Travel', 'History', 'Adventure', 'Biography Memoir', 'Aviation', 'Autobiography']",https://www.goodreads.com/book/show/1624.West_with_the_Night
Fire World,Chris d'Lacey,English,4.08,"5,533",244,Orchard Books,2011.0,576.0,Hardcover,"['Fantasy', 'Dragons', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Magic', 'Adventure', 'Urban Fantasy', 'Mystery']",https://www.goodreads.com/book/show/7842739-fire-world
The Goose Girl,Shannon Hale,English,4.13,"140,956","10,731",Bloomsbury Children's Books,2005.0,383.0,Paperback,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Fiction', 'Retellings', 'Middle Grade', 'Adventure', 'Childrens', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/179064.The_Goose_Girl
Harrow the Ninth,Tamsyn Muir,English,4.3,"49,603","8,848",Tor.com,2020.0,510.0,Hardcover,"['Fantasy', 'Science Fiction', 'Fiction', 'LGBT', 'Queer', 'Horror', 'Adult', 'Lesbian', 'Audiobook', 'Mystery']",https://www.goodreads.com/book/show/39325105-harrow-the-ninth
"One Piece, Volume 1: Romance Dawn",Eiichiro Oda,English,4.47,"125,004","2,418",VIZ Media LLC,2003.0,207.0,Paperback,"['Manga', 'Fantasy', 'Comics', 'Graphic Novels', 'Adventure', 'Fiction', 'Pirates', 'Shonen', 'Young Adult', 'Comics Manga']",https://www.goodreads.com/book/show/1237398.One_Piece_Volume_1
The Gathering Storm,Robert Jordan,English,4.41,"151,040","4,610",Tor Books,2009.0,824.0,Hardcover,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Epic', 'Audiobook', 'Adventure', 'Magic', 'Adult']",https://www.goodreads.com/book/show/1166599.The_Gathering_Storm
The Hundred Thousand Kingdoms,N.K. Jemisin,English,3.89,"70,074","7,165",Hachette Book Group Orbit,2010.0,427.0,Paperback,"['Fantasy', 'Fiction', 'Romance', 'High Fantasy', 'Adult', 'Epic Fantasy', 'Magic', 'Science Fiction Fantasy', 'Young Adult', 'Science Fiction']",https://www.goodreads.com/book/show/6437061-the-hundred-thousand-kingdoms
The Chamber,John Grisham,English,3.83,"136,223","2,033",Delta Trade Paperbacks,2006.0,632.0,Paperback,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Law', 'Novels', 'Drama']",https://www.goodreads.com/book/show/5355.The_Chamber
