title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres,link
Blood Rites,Quinn Loftis,English,4.39,"21,568",977,,2011.0,223.0,ebook,"['Paranormal', 'Werewolves', 'Young Adult', 'Romance', 'Fantasy', 'Wolves', 'Shapeshifters', 'Supernatural', 'Paranormal Romance', 'Urban Fantasy']",https://www.goodreads.com/book/show/13070346-blood-rites
A Rule Against Murder,Louise Penny,English,4.21,"84,543","5,933",Minotaur ,2009.0,322.0,Hardcover,"['Mystery', 'Fiction', 'Audiobook', 'Canada', 'Crime', 'Mystery Thriller', 'Adult', 'Detective', 'Murder Mystery', 'Adult Fiction']",https://www.goodreads.com/book/show/4201106-a-rule-against-murder
The Knowledge of the Holy,A.W. Tozer,English,4.38,"25,131","1,134",HarperOne,1978.0,117.0,Paperback,"['Christian', 'Theology', 'Nonfiction', 'Christianity', 'Faith', 'Christian Living', 'Religion', 'Spirituality', 'Classics', 'Christian Non Fiction']",https://www.goodreads.com/book/show/666758.The_Knowledge_of_the_Holy
Fall on Your Knees,Ann-Marie MacDonald,English,3.97,"64,911","3,400",Pocket Books,2002.0,672.0,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'Canada', 'Historical', 'Literary Fiction', 'Novels', 'Canadian Literature', 'LGBT', 'Book Club', 'Contemporary']",https://www.goodreads.com/book/show/5174.Fall_on_Your_Knees
The Millennial Reincarnations,Daniel M.  Harrison,English,3.83,40,17,Publick Media Publishing,2015.0,367.0,Kindle Edition,"['Novels', 'Psychology']",https://www.goodreads.com/book/show/26177993-the-millennial-reincarnations
In the Lake of the Woods,Tim O'Brien,English,3.76,"21,437","1,712",Mariner Books,2006.0,303.0,Paperback,"['Fiction', 'Mystery', 'Historical Fiction', 'War', 'Literature', 'Novels', 'Mystery Thriller', 'Literary Fiction', 'Thriller', 'Contemporary']",https://www.goodreads.com/book/show/3447.In_the_Lake_of_the_Woods
Woven,Michael   Jensen,English,3.88,"1,188",244,Scholastic Press,2015.0,352.0,Hardcover,"['Fantasy', 'Young Adult', 'Ghosts', 'Middle Grade', 'Adventure', 'Magic', 'Paranormal', 'Fiction', 'Romance', 'Teen']",https://www.goodreads.com/book/show/17993765-woven
Real,Katy Evans,English,4.14,"110,241","8,116",Smashwords,2013.0,293.0,ebook,"['Romance', 'New Adult', 'Sports', 'Contemporary', 'Contemporary Romance', 'Sports Romance', 'Fighters', 'Erotica', 'Adult', 'Erotic Romance']",https://www.goodreads.com/book/show/17617277-real
Oracle Night,Paul Auster,English,3.8,"15,401",996,Henry Holt,2003.0,245.0,Paperback,"['Fiction', 'American', 'Contemporary', 'Novels', 'Literature', 'Mystery', 'Literary Fiction', 'The United States Of America', 'New York', 'Roman']",https://www.goodreads.com/book/show/10006.Oracle_Night
The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,English,4.2,"36,027","2,482",Viking,2007.0,427.0,Hardcover,"['Nonfiction', 'Science', 'Psychology', 'Neuroscience', 'Brain', 'Health', 'Self Help', 'Medicine', 'Medical', 'Biology']",https://www.goodreads.com/book/show/570172.The_Brain_that_Changes_Itself
On a Pale Horse,Piers Anthony,English,4.13,"38,813","1,757",Del Rey,1986.0,325.0,Paperback,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Urban Fantasy', 'Magic', 'Paranormal', 'Death', 'Audiobook', 'Supernatural']",https://www.goodreads.com/book/show/76658.On_a_Pale_Horse
What the Wind Knows,Amy Harmon,English,4.35,"80,715","8,772",Lake Union Publishing,2019.0,418.0,Kindle Edition,"['Historical Fiction', 'Romance', 'Time Travel', 'Fiction', 'Historical', 'Fantasy', 'Historical Romance', 'Ireland', 'Audiobook', 'Adult']",https://www.goodreads.com/book/show/40407141-what-the-wind-knows
The Problem of Pain,C.S. Lewis,English,4.12,"59,056","2,407",CollinsWillow,2012.0,162.0,Paperback,"['Christian', 'Nonfiction', 'Theology', 'Religion', 'Christianity', 'Philosophy', 'Faith', 'Classics', 'Spirituality', 'Christian Living']",https://www.goodreads.com/book/show/13650513-the-problem-of-pain
Thief,Tarryn Fisher,English,4.36,"36,073","4,001",,2013.0,273.0,Kindle Edition,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Drama', 'Chick Lit', 'Fiction', 'Dark', 'Love']",https://www.goodreads.com/book/show/16090981-thief
The Strange and Beautiful Sorrows of Ava Lavender,Leslye Walton,English,4.04,"40,343","7,442",Candlewick Press,2014.0,301.0,Hardcover,"['Fantasy', 'Magical Realism', 'Young Adult', 'Fiction', 'Romance', 'Historical Fiction', 'Contemporary', 'Paranormal', 'Young Adult Fantasy', 'Historical']",https://www.goodreads.com/book/show/18166936-the-strange-and-beautiful-sorrows-of-ava-lavender
Double Standards,Judith McNaught,English,3.93,"12,043",522,Pocket Books,1991.0,310.0,Paperback,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Historical Romance', 'Adult', 'Historical', 'Novels', 'Romantic Suspense']",https://www.goodreads.com/book/show/129615.Double_Standards
Dragons of Autumn Twilight,Margaret Weis,English,4.0,"114,218","2,759",Wizards of the Coast,2000.0,444.0,Mass Market Paperback,"['Fantasy', 'Dragonlance', 'Fiction', 'Dragons', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Young Adult', 'Magic']",https://www.goodreads.com/book/show/259836.Dragons_of_Autumn_Twilight
Lost in Time,Melissa de la Cruz,English,4.04,"27,125",952,Hyperion,2011.0,342.0,Hardcover,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Angels', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction']",https://www.goodreads.com/book/show/9578590-lost-in-time
The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,English,4.23,"85,662","6,396",Nelson Books,2007.0,229.0,Hardcover,"['Nonfiction', 'Finance', 'Self Help', 'Personal Finance', 'Money', 'Business', 'Personal Development', 'Audiobook', 'Economics', 'Christian']",https://www.goodreads.com/book/show/78427.The_Total_Money_Makeover
Blindness,José Saramago,English,4.16,"265,621","21,867",Mariner Books,2013.0,349.0,Kindle Edition,"['Fiction', 'Dystopia', 'Science Fiction', 'Classics', 'Novels', 'Literature', 'Portugal', 'Horror', 'Portuguese Literature', 'Nobel Prize']",https://www.goodreads.com/book/show/40495148-blindness
The Midnight Star,Marie Lu,English,4.12,"41,898","5,677",G.P. Putnam's Sons Books for Young Readers,2016.0,316.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Dystopia', 'Young Adult Fantasy', 'Fiction', 'Magic', 'High Fantasy', 'Adventure', 'Science Fiction']",https://www.goodreads.com/book/show/28588345-the-midnight-star
Killers of the Dawn,Darren Shan,English,4.22,"25,289",621,"Little, Brown Young Readers",2006.0,206.0,Mass Market Paperback,"['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Adventure', 'Urban Fantasy', 'Middle Grade']",https://www.goodreads.com/book/show/8952.Killers_of_the_Dawn
Into the Cold Fire,Lynne Ewing,English,3.96,"6,873",181,Volo,2000.0,264.0,Hardcover,"['Fantasy', 'Young Adult', 'Paranormal', 'Mythology', 'Supernatural', 'Urban Fantasy', 'Fiction', 'Romance', 'Teen', 'Magic']",https://www.goodreads.com/book/show/181439.Into_the_Cold_Fire
Twelve Years a Slave,Solomon Northup,English,4.21,"112,475","7,714",Eakin Films & Publishing,2013.0,363.0,ebook,"['Nonfiction', 'History', 'Classics', 'Biography', 'Memoir', 'Historical', 'Autobiography', 'Audiobook', 'African American', 'Biography Memoir']",https://www.goodreads.com/book/show/18478222-twelve-years-a-slave
At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,English,4.26,"23,884",579,Del Rey,1991.0,184.0,Mass Market Paperback,"['Horror', 'Fiction', 'Fantasy', 'Short Stories', 'Classics', 'Science Fiction', 'Lovecraftian', 'Cthulhu Mythos', 'Weird Fiction', 'Literature']",https://www.goodreads.com/book/show/32769.At_the_Mountains_of_Madness_and_Other_Tales_of_Terror
Before We Were Yours,Lisa Wingate,English,4.39,"542,953","41,047",Ballantine Books,2017.0,342.0,Hardcover,"['Historical Fiction', 'Fiction', 'Audiobook', 'Historical', 'Book Club', 'Adult', 'Adult Fiction', 'Family', 'Contemporary', 'Adoption']",https://www.goodreads.com/book/show/32148570-before-we-were-yours
The Final Empire,Brandon Sanderson,English,4.47,"587,063","43,362",Tor Books,2006.0,537.0,Hardcover,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Adult', 'Magic', 'Audiobook', 'Science Fiction Fantasy', 'Young Adult', 'Adventure']",https://www.goodreads.com/book/show/68428.The_Final_Empire
Truman,David McCullough,English,4.14,"85,337","2,705",Simon  Schuster,1993.0,1120.0,Paperback,"['Biography', 'History', 'Presidents', 'Nonfiction', 'American History', 'Politics', 'Biography Memoir', 'Us Presidents', 'Historical', 'Audiobook']",https://www.goodreads.com/book/show/2279.Truman
The Professor,Charlotte Brontë,English,3.56,"24,048","1,703",North Books,1999.0,269.0,Hardcover,"['Classics', 'Fiction', 'Romance', '19th Century', 'Victorian', 'Historical Fiction', 'Literature', 'British Literature', 'English Literature', 'Novels']",https://www.goodreads.com/book/show/31175.The_Professor
L'Œuvre au noir,Marguerite Yourcenar,French,4.05,"4,826",358,Gallimard,1976.0,480.0,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'Novels', 'Belgium', 'Historical', '20th Century']",https://www.goodreads.com/book/show/953435.L_uvre_au_noir
Spark,Brigid Kemmerer,English,4.14,"17,157","1,420",Kensington,2012.0,345.0,Paperback,"['Paranormal', 'Fantasy', 'Young Adult', 'Romance', 'Supernatural', 'Paranormal Romance', 'Magic', 'Urban Fantasy', 'High School', 'Fiction']",https://www.goodreads.com/book/show/12977172-spark
The Blood of Olympus,Rick Riordan,English,4.43,"289,774","19,927",Disney-Hyperion Books,2014.0,516.0,Hardcover,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology', 'Urban Fantasy', 'Childrens', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/18705209-the-blood-of-olympus
Perfect,Judith McNaught,English,4.3,"23,835",963,Pocket Books,2002.0,704.0,Mass Market Paperback,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Historical Romance', 'Chick Lit', 'Romantic Suspense', 'Adult', 'Historical', 'Suspense']",https://www.goodreads.com/book/show/129617.Perfect
The Demigod Files,Rick Riordan,English,4.04,"100,025","3,716",Disney-Hyperion Books,2009.0,151.0,Hardcover,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Short Stories', 'Adventure', 'Greek Mythology', 'Urban Fantasy', 'Childrens']",https://www.goodreads.com/book/show/3992598-the-demigod-files
Plum Island,Nelson DeMille,English,4.06,"52,062","2,541",Grand Central Publishing,2002.0,592.0,Paperback,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime', 'Detective', 'Audiobook', 'Action', 'Adventure']",https://www.goodreads.com/book/show/33810.Plum_Island
The Time Keeper,Mitch Albom,English,3.88,"109,158","11,129",Hyperion,2012.0,224.0,Hardcover,"['Fiction', 'Fantasy', 'Inspirational', 'Contemporary', 'Adult', 'Adult Fiction', 'Time Travel', 'Novels', 'Science Fiction', 'Audiobook']",https://www.goodreads.com/book/show/13624688-the-time-keeper
King's Dragon,Kate Elliott,English,3.8,"9,122",388,DAW Books,1998.0,636.0,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adult', 'Romance', 'Adventure', 'Epic']",https://www.goodreads.com/book/show/202039.King_s_Dragon
Captive,Jex Lane,English,4.22,"7,999","1,094",Jex Lane,2016.0,316.0,Kindle Edition,"['Fantasy', 'M M Romance', 'Vampires', 'Paranormal', 'Romance', 'LGBT', 'Dark', 'Urban Fantasy', 'Magic', 'Paranormal Romance']",https://www.goodreads.com/book/show/31359082-captive
The Peach Keeper,Sarah Addison Allen,English,3.85,"60,891","6,939",Bantam,2011.0,273.0,Hardcover,"['Fiction', 'Magical Realism', 'Romance', 'Chick Lit', 'Fantasy', 'Contemporary', 'Mystery', 'Adult', 'Southern', 'Adult Fiction']",https://www.goodreads.com/book/show/8546358-the-peach-keeper
Earthly Powers,Anthony Burgess,English,4.13,"3,086",282,Random House,2004.0,649.0,Paperback,"['Fiction', 'Classics', 'Literature', 'Religion', 'Historical Fiction', 'Novels', 'British Literature', 'Literary Fiction', '20th Century', 'Modern Classics']",https://www.goodreads.com/book/show/8822.Earthly_Powers
Magic and Other Misdemeanors,Michael Buckley,English,4.31,"19,355",555,Amulet Books,2007.0,304.0,Hardcover,"['Fantasy', 'Mystery', 'Middle Grade', 'Fairy Tales', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Magic', 'Juvenile']",https://www.goodreads.com/book/show/668710.Magic_and_Other_Misdemeanors
Batman: Dark Victory,Jeph Loeb,English,4.16,"31,589","1,066",DC Comics,2002.0,391.0,Paperback,"['Comics', 'Graphic Novels', 'Batman', 'Dc Comics', 'Comic Book', 'Fiction', 'Graphic Novels Comics', 'Superheroes', 'Mystery', 'Crime']",https://www.goodreads.com/book/show/106076.Batman
Once Upon a Marigold,Jean Ferris,English,4.0,"24,500","1,651","Harcourt, Inc.",2004.0,271.0,Paperback,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Middle Grade', 'Fiction', 'Childrens', 'Humor', 'Adventure', 'Juvenile']",https://www.goodreads.com/book/show/157055.Once_Upon_a_Marigold
Death on the Installment Plan,Louis-Ferdinand Céline,English,4.21,"7,927",594,New Directions,1971.0,592.0,Paperback,"['Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'Novels', '20th Century', 'Literary Fiction', 'Philosophy', 'Unfinished']",https://www.goodreads.com/book/show/106096.Death_on_the_Installment_Plan
Terrier,Tamora Pierce,English,4.15,"67,212","2,096",Random House,2006.0,581.0,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Mystery', 'Adventure', 'High Fantasy', 'Teen', 'Science Fiction Fantasy']",https://www.goodreads.com/book/show/13829.Terrier
The Red Garden,Alice Hoffman,English,3.73,"22,714","2,946",Crown Publishers,2011.0,270.0,Hardcover,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Short Stories', 'Fantasy', 'Historical', 'Audiobook', 'Adult Fiction', 'Literary Fiction', 'Adult']",https://www.goodreads.com/book/show/8389671-the-red-garden
Diary of a Freedom Writer: The Experience,Darrius Garrett,English,4.25,169,19,Tate Publishing,2013.0,224.0,Paperback,"['Memoir', 'Education', 'Nonfiction', 'Biography', 'Inspirational']",https://www.goodreads.com/book/show/17879512-diary-of-a-freedom-writer
Ink Exchange,Melissa Marr,English,3.69,"61,551","3,134",HarperTeen,2008.0,325.0,Hardcover,"['Fantasy', 'Young Adult', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fairies', 'Fae', 'Fiction', 'Paranormal Romance', 'Magic']",https://www.goodreads.com/book/show/2321296.Ink_Exchange
A Widow for One Year,John Irving,English,3.77,"61,228","2,867",Ballantine Books,2004.0,576.0,Paperback,"['Fiction', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'American', 'Adult', 'Adult Fiction', 'Romance', 'The United States Of America']",https://www.goodreads.com/book/show/4659.A_Widow_for_One_Year
Death of Kings,Bernard Cornwell,English,4.3,"28,585","1,203",HarperCollins,2011.0,335.0,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Fantasy', 'War', 'Adventure', 'British Literature', 'Audiobook', 'Action']",https://www.goodreads.com/book/show/11734251-death-of-kings
Tail of the Devil,Danielle DeVor,English,4.07,211,27,Eirelander Publishing,2013.0,230.0,ebook,"['Vampires', 'Fantasy', 'Young Adult', 'Supernatural', 'Thriller', 'Adventure', 'Magic', 'Teen', 'Paranormal', 'Horror']",https://www.goodreads.com/book/show/17383481-tail-of-the-devil
Bunnicula,Deborah Howe,English,3.88,"66,985","2,981",GREAT SOURCE,2010.0,98.0,Paperback,"['Childrens', 'Fiction', 'Fantasy', 'Horror', 'Mystery', 'Middle Grade', 'Animals', 'Humor', 'Young Adult', 'Vampires']",https://www.goodreads.com/book/show/281235.Bunnicula
Fables of the Reconstruction,Jez Jones,English,4.13,159,37,Ra Jones Publishing,2015.0,54.0,Kindle Edition,"['Zombies', 'Short Stories', 'Paranormal', 'Erotica', 'Horror', 'Steampunk']",https://www.goodreads.com/book/show/16100516-fables-of-the-reconstruction
Breaking Dawn,Stephenie Meyer,English,3.73,"1,605,625","51,534","Little, Brown and Company",2008.0,756.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance', 'Supernatural', 'Werewolves', 'Urban Fantasy']",https://www.goodreads.com/book/show/1162543.Breaking_Dawn
Starflower,Anne Elisabeth Stengl,English,4.48,875,145,Bethany House,2012.0,349.0,Paperback,"['Fantasy', 'Christian Fiction', 'Young Adult', 'Dragons', 'Christian', 'Romance', 'Christian Fantasy', 'Fiction', 'Adventure', 'Fairy Tales']",https://www.goodreads.com/book/show/13496575-starflower
13 Treasures,Michelle Harrison,English,4.05,"10,671","1,093",Little Brown and Company,2010.0,368.0,Hardcover,"['Fantasy', 'Middle Grade', 'Young Adult', 'Mystery', 'Fairies', 'Fiction', 'Childrens', 'Magic', 'Adventure', 'Paranormal']",https://www.goodreads.com/book/show/6581334-13-treasures
Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Gordon B. Hinckley,English,4.6,"14,362",764,Harmony,2001.0,256.0,Paperback,"['Religion', 'Nonfiction', 'Lds', 'Church', 'Self Help', 'Inspirational', 'Spirituality', 'Lds Non Fiction', 'Philosophy', 'Christian']",https://www.goodreads.com/book/show/596259.Standing_for_Something
The Son,Veronica Roth,English,4.07,"18,802",578,Katherine Tegen Books,2014.0,65.0,Kindle Edition,"['Young Adult', 'Dystopia', 'Short Stories', 'Fiction', 'Science Fiction', 'Fantasy', 'Novella', 'Romance', 'Teen', 'Adventure']",https://www.goodreads.com/book/show/18892134-the-son
After,Anna Todd,English,3.71,"294,934","21,467",Gallery Books,2014.0,582.0,Paperback,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Fiction', 'College', 'Contemporary Romance', 'Audiobook', 'Love', 'Adult']",https://www.goodreads.com/book/show/22557520-after
The Crown of Embers,Rae Carson,English,4.17,"46,341","3,446",Greenwillow Books,2012.0,410.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Young Adult Fantasy', 'Fiction', 'High Fantasy', 'Adventure', 'Teen', 'Audiobook']",https://www.goodreads.com/book/show/10816908-the-crown-of-embers
"I, Robot",Isaac Asimov,English,4.21,"328,964","9,192",Bantam Books,2004.0,224.0,Hardcover,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Science Fiction Fantasy', 'Fantasy', 'Robots', 'Audiobook', 'Novels', 'Speculative Fiction']",https://www.goodreads.com/book/show/41804.I_Robot
Lady of Light and Shadows,C.L. Wilson,English,4.27,"13,927",766,Leisure Books,2007.0,386.0,Mass Market Paperback,"['Fantasy', 'Romance', 'Fantasy Romance', 'Magic', 'Fae', 'Paranormal', 'Paranormal Romance', 'Adult', 'High Fantasy', 'Fiction']",https://www.goodreads.com/book/show/1651313.Lady_of_Light_and_Shadows
Vigilante,Claude Bouchard,English,3.82,"1,471",196,Claude Bouchard,2009.0,252.0,Paperback,"['Mystery', 'Thriller', 'Crime', 'Suspense', 'Fiction', 'Drama', 'Mystery Thriller', 'Novels', 'Adult Fiction', 'Amazon']",https://www.goodreads.com/book/show/6702002-vigilante
Wayside School Is Falling Down,Louis Sachar,English,4.16,"59,448","1,189",Avon Camelot,1990.0,152.0,Paperback,"['Childrens', 'Fiction', 'Humor', 'Middle Grade', 'Young Adult', 'Fantasy', 'Juvenile', 'Short Stories', 'Chapter Books', 'School']",https://www.goodreads.com/book/show/10065.Wayside_School_Is_Falling_Down
The Star Diaries: Further Reminiscences of Ijon Tichy,Stanisław Lem,English,4.25,"8,245",425,Harper Voyager,1985.0,286.0,Paperback,"['Science Fiction', 'Fiction', 'Short Stories', 'Humor', 'Polish Literature', 'Classics', 'Fantasy', 'Poland', 'Science Fiction Fantasy', 'Speculative Fiction']",https://www.goodreads.com/book/show/889418.The_Star_Diaries
Seducing the Myth,Lucy Felthouse,English,3.89,44,11,,2011.0,,ebook,"['Erotica', 'Anthologies', 'Fantasy', 'Romance', 'Paranormal', 'Supernatural', 'Mythology']",https://www.goodreads.com/book/show/12042088-seducing-the-myth
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,English,4.13,"471,948","21,520",Random House,2012.0,375.0,Hardcover,"['Nonfiction', 'Self Help', 'Psychology', 'Business', 'Personal Development', 'Productivity', 'Audiobook', 'Science', 'Leadership', 'Sociology']",https://www.goodreads.com/book/show/12609433-the-power-of-habit
Hyperion,Dan Simmons,English,4.25,"231,462","11,199",Bantam Doubleday Dell Publishing Group,1990.0,500.0,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Audiobook', 'Time Travel', 'Horror', 'Classics', 'Space']",https://www.goodreads.com/book/show/77566.Hyperion
The Girl on the Train,Paula Hawkins,English,3.95,"2,732,530","121,913",Riverhead Books,2015.0,336.0,Hardcover,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction']",https://www.goodreads.com/book/show/22557272-the-girl-on-the-train
Norwegian Wood,Haruki Murakami,English,4.02,"534,323","38,521",Vintage Books,2000.0,296.0,Paperback,"['Fiction', 'Romance', 'Japan', 'Contemporary', 'Japanese Literature', 'Novels', 'Classics', 'Literature', 'Literary Fiction', 'Magical Realism']",https://www.goodreads.com/book/show/11297.Norwegian_Wood
Follow Your Heart,Susanna Tamaro,English,3.65,"15,803","1,266",Delta,1996.0,208.0,Paperback,"['Fiction', 'Romance', 'Italian Literature', 'Novels', 'Italy', 'Contemporary', 'Literature', 'Roman', 'Classics', 'Drama']",https://www.goodreads.com/book/show/38913.Follow_Your_Heart
Up from the Grave,Jeaniene Frost,English,4.27,"31,898","2,618",Avon,2014.0,372.0,Mass Market Paperback,"['Vampires', 'Urban Fantasy', 'Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Adult', 'Demons', 'Ghosts', 'Supernatural']",https://www.goodreads.com/book/show/10357792-up-from-the-grave
Circus of the Damned,Laurell K. Hamilton,English,4.17,"92,750","1,783",Berkley,2007.0,303.0,Paperback,"['Urban Fantasy', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Horror', 'Paranormal Romance', 'Fiction', 'Supernatural', 'Mystery']",https://www.goodreads.com/book/show/30274.Circus_of_the_Damned
Darius the Great Is Not Okay,Adib Khorram,English,4.27,"29,836","5,971",Dial Books,2018.0,316.0,Hardcover,"['Young Adult', 'Contemporary', 'LGBT', 'Fiction', 'Mental Health', 'Queer', 'Realistic Fiction', 'Audiobook', 'Mental Illness', 'Young Adult Contemporary']",https://www.goodreads.com/book/show/37506437-darius-the-great-is-not-okay
The Book of Life,Deborah Harkness,English,4.2,"178,537","13,411",Viking Adult,2014.0,561.0,Hardcover,"['Fantasy', 'Fiction', 'Romance', 'Paranormal', 'Vampires', 'Witches', 'Magic', 'Urban Fantasy', 'Historical Fiction', 'Paranormal Romance']",https://www.goodreads.com/book/show/16054217-the-book-of-life
The Book of Three,Lloyd Alexander,English,3.98,"77,074","3,882",Square Fish,2006.0,190.0,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Classics', 'Adventure', 'High Fantasy', 'Science Fiction Fantasy', 'Juvenile']",https://www.goodreads.com/book/show/24780.The_Book_of_Three
The Hunters,John Flanagan,English,4.44,"18,324",593,Philomel Books,2012.0,403.0,Hardcover,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Historical Fiction', 'Action', 'Young Adult Fantasy', 'Medieval', 'Childrens']",https://www.goodreads.com/book/show/13589152-the-hunters
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,English,3.97,"68,499","3,282",Walker Books,2005.0,184.0,Hardcover,"['History', 'Nonfiction', 'Science', 'Biography', 'Historical', 'History Of Science', 'Geography', 'Technology', 'Travel', 'Popular Science']",https://www.goodreads.com/book/show/4806.Longitude
The Half Brother,Lars Saabye Christensen,English,4.11,"3,648",228,Arcade Publishing,2005.0,696.0,Paperback,"['Fiction', 'Scandinavian Literature', 'Novels', 'Contemporary', 'Historical Fiction', 'Literature', 'Literary Fiction', 'Roman', 'Unfinished', 'Historical']",https://www.goodreads.com/book/show/125523.The_Half_Brother
Bumi Manusia,Pramoedya Ananta Toer,Indonesian,4.41,"18,940","2,013",Lentera Dipantara,2005.0,535.0,Paperback,"['Historical Fiction', 'Fiction', 'Novels', 'Indonesian Literature', 'Classics', 'Literature', 'Asia', 'Romance', 'Historical', 'Asian Literature']",https://www.goodreads.com/book/show/1398034.Bumi_Manusia
Elmer Gantry,Sinclair Lewis,French,4.0,"5,607",557,Phébus,1998.0,352.0,Paperback,"['Fiction', 'Classics', 'Religion', 'Literature', 'Historical Fiction', 'American', 'Novels', '20th Century', 'Literary Fiction', 'Nobel Prize']",https://www.goodreads.com/book/show/11378.Elmer_Gantry
The French Lieutenant's Woman,John Fowles,English,3.88,"51,367","1,990",Vintage,2009.0,470.0,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'Romance', 'Literature', 'Historical', 'British Literature', 'Novels', 'Literary Fiction', '20th Century']",https://www.goodreads.com/book/show/56034.The_French_Lieutenant_s_Woman
The Demolished Man,Alfred Bester,English,3.98,"30,917","1,537",Millennium,1999.0,250.0,Paperback,"['Science Fiction', 'Fiction', 'Classics', 'Mystery', 'Hugo Awards', 'Science Fiction Fantasy', 'Crime', 'Fantasy', 'Speculative Fiction', 'Novels']",https://www.goodreads.com/book/show/76740.The_Demolished_Man
Ice Station,Matthew Reilly,English,4.12,"31,739","1,453",St. Martin's Press,2000.0,513.0,Paperback,"['Thriller', 'Fiction', 'Action', 'Adventure', 'Military Fiction', 'Mystery', 'Mystery Thriller', 'Suspense', 'Science Fiction', 'Audiobook']",https://www.goodreads.com/book/show/144790.Ice_Station
Una Historia de Ayer,Sergio Cobo,Spanish; Castilian,4.6,"11,420",224,,2014.0,74.0,Kindle Edition,"['Spanish Literature', 'Thriller', 'European Literature', 'Mystery', 'Magical Realism', 'Fiction', 'Drama', 'Crime', 'Suspense', 'Short Stories']",https://www.goodreads.com/book/show/25036229-una-historia-de-ayer
The Robber Bride,Margaret Atwood,English,3.83,"45,249","2,551",Anchor,1998.0,528.0,Paperback,"['Fiction', 'Canada', 'Contemporary', 'Literary Fiction', 'Feminism', 'Literature', 'Novels', 'Womens', 'Adult Fiction', 'Adult']",https://www.goodreads.com/book/show/17650.The_Robber_Bride
Lisey's Story,Stephen King,English,3.7,"82,389","5,265",Scribner,2006.0,513.0,Hardcover,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Audiobook', 'Romance', 'Supernatural', 'Suspense', 'Paranormal']",https://www.goodreads.com/book/show/10566.Lisey_s_Story
